"Original","Submitted","Accepted_name","Selected_family","Selected_order","Selected_class","Synonyms"
"hippocampus guttulatus","Hippocampus guttulatus","Hippocampus guttulatus","Syngnathidae","Syngnathiformes","Actinopterygii",NA
"hippocampus ingens","Hippocampus ingens","Hippocampus ingens","Syngnathidae","Syngnathiformes","Actinopterygii",NA
"syngnathus acus","Syngnathus acus","Syngnathus acus","Syngnathidae","Syngnathiformes","Actinopterygii","Dermatostethus punctipinnis"
"syngnathus acus","Syngnathus acus","Syngnathus acus","Syngnathidae","Syngnathiformes","Actinopterygii","Syngnathus punctipinnis"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Arothron citrinellus"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetraodon nigropunctatus"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetrodon nigropunctatus"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetraodon trichodermatoides"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Arothron melanorhynchos"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetraodon trichoderma"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetrodon aurantius"
"arothron nigropunctatus","Arothron nigropunctatus","Arothron nigropunctatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetrodon nigropunctatus citrinella"
"balistoides conspicillum","Balistoides conspicillum","Balistoides conspicillum","Balistidae","Tetraodontiformes","Actinopterygii","Balistes conspicillum"
"balistoides conspicillum","Balistoides conspicillum","Balistoides conspicillum","Balistidae","Tetraodontiformes","Actinopterygii","Balistes niger"
"balistoides conspicillum","Balistoides conspicillum","Balistoides conspicillum","Balistidae","Tetraodontiformes","Actinopterygii","Guaperva maculata"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Amanses pardalis"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Cantherhines melanoides"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus pardalis"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus melanuropterus"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus natalensis"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus laevicaudatus"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus brunneus"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus fuliginosus"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus melanistius"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Pseudomonacanthus melanoides"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Hanomanctus bovinus"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Moancanthus kibikib"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus houttuyni"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus aspersus"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Amanses microlepidotus"
"cantherhines pardalis","Cantherhines pardalis","Cantherhines pardalis","Monacanthidae","Tetraodontiformes","Actinopterygii","Monacanthus fatensis"
"colomesus psittacus","Colomesus psittacus","Colomesus psittacus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetrodon psittacus"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon armillatus"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon triedricum"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon spinosissimus"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon atinga"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon punctatus"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon totara"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon nudifrons"
"diodon hystrix","Diodon hystrix","Diodon hystrix","Diodontidae","Tetraodontiformes","Actinopterygii","Diodon brachiatus"
"lagocephalus inermis","Lagocephalus inermis","Lagocephalus inermis","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetraodon inermis"
"etheostoma nigrum","Etheostoma nigrum","Etheostoma nigrum","Percidae","Perciformes","Actinopteri",NA
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Tetraodon mola"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Molacanthus pallasii"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus retzii"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Diodon mola"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Diodon carinatus"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Mola rotunda"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Mola aculeata"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragus luna"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Ozodura orsini"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus lunaris"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Pedalion capensis"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus blochii"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus fasciatus"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Trematopsis willugbei"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus alexandrini"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus rondeletii"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus redi"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthagoriscus analis"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus ghini"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Aledon storeri"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Mola hispida"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Cephalus pallasianus"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Cephalus ortagoriscus"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Diodon nummularis"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus elegans"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Pedalion gigas"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Tympanomium planci"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Cephalus brevis"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Mola aspera"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Orthragoriscus hispidus"
"mola mola","Mola mola","Mola mola","Molidae","Tetraodontiformes","Actinopterygii","Diplanchias nasus"
"ostracion cubicus","Ostracion cubicus","Ostracion cubicus","Ostraciidae","Tetraodontiformes","Actinopterygii","Ostracion tuberculatus"
"ostracion cubicus","Ostracion cubicus","Ostracion cubicus","Ostraciidae","Tetraodontiformes","Actinopterygii","Ostracion argus"
"pseudobalistes fuscus","Pseudobalistes fuscus","Pseudobalistes fuscus","Balistidae","Tetraodontiformes","Actinopterygii","Balistes fuscus"
"pseudobalistes fuscus","Pseudobalistes fuscus","Pseudobalistes fuscus","Balistidae","Tetraodontiformes","Actinopterygii","Balistes reticulatus"
"pseudobalistes fuscus","Pseudobalistes fuscus","Pseudobalistes fuscus","Balistidae","Tetraodontiformes","Actinopterygii","Balistes rivulatus"
"pseudobalistes fuscus","Pseudobalistes fuscus","Pseudobalistes fuscus","Balistidae","Tetraodontiformes","Actinopterygii","Balistes caerulescens"
"sphoeroides annulatus","Sphoeroides annulatus","Sphoeroides annulatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetrodon annulatus"
"sphoeroides annulatus","Sphoeroides annulatus","Sphoeroides annulatus","Tetraodontidae","Tetraodontiformes","Actinopterygii","Liosaccus melanostictus"
"tetractenos hamiltoni","Tetractenos hamiltoni","Tetractenos hamiltoni","Tetraodontidae","Tetraodontiformes","Actinopterygii","Sphoeroides hamiltoni"
"tetractenos hamiltoni","Tetractenos hamiltoni","Tetractenos hamiltoni","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetrodon hamiltoni"
"tetractenos hamiltoni","Tetractenos hamiltoni","Tetractenos hamiltoni","Tetraodontidae","Tetraodontiformes","Actinopterygii","Tetrodon insularum"
"zeus faber","Zeus faber","Zeus faber","Zeidae","Zeiformes","Actinopterygii","Zeus japonicus"
"xiphinema index","Xiphinema index","Xiphinema index","Longidoridae","Dorylaimida","Enoplea",NA
"xiphinema italiae","Xiphinema italiae","Xiphinema italiae","Longidoridae","Dorylaimida","Enoplea",NA
"paratrichodorus allius","Paratrichodorus allius","Paratrichodorus allius","Trichodoridae","Triplonchida","Adenophorea",NA
"paratrichodorus divergens","Paratrichodorus divergens","Paratrichodorus divergens","Trichodoridae","Triplonchida","Adenophorea",NA
"lycodes eudipleurostictus","Lycodes eudipleurostictus","Lycodes eudipleurostictus","Zoarcidae","Perciformes","Actinopteri",NA
"paratrichodorus hispanus","Paratrichodorus hispanus","Paratrichodorus hispanus","Trichodoridae","Triplonchida","Adenophorea",NA
"paratrichodorus minor","Paratrichodorus minor","Paratrichodorus minor","Trichodoridae","Triplonchida","Adenophorea",NA
"trichodorus primitivus","Trichodorus primitivus","Trichodorus primitivus","Trichodoridae","Triplonchida","Adenophorea",NA
"acris crepitans","Acris crepitans","Acris crepitans","Hylidae","Anura","Amphibia","Acris crepitans crepitans"
"afrixalus fornasini","Afrixalus fornasini","Afrixalus fornasini","Hyperoliidae","Anura","Amphibia",NA
"alytes obstetricans","Alytes obstetricans","Alytes obstetricans","Alytidae","Anura","Amphibia",NA
"amietia angolensis","Amietia angolensis","Amietia angolensis","Pyxicephalidae","Anura","Amphibia","Afrana angolensis"
"bombina bombina","Bombina bombina","Bombina bombina","Bombinatoridae","Anura","Amphibia",NA
"bombina pachypus","Bombina pachypus","Bombina pachypus","Bombinatoridae","Anura","Amphibia",NA
"bombina variegata","Bombina variegata","Bombina variegata","Bombinatoridae","Anura","Amphibia",NA
"notothenia coriiceps","Notothenia coriiceps","Notothenia coriiceps","Nototheniidae","Perciformes","Actinopteri",NA
"bufo americanus","Bufo americanus","Anaxyrus americanus americanus","Bufonidae","Anura","Amphibia","Bufo americanus"
"bufo americanus","Bufo americanus","Anaxyrus americanus americanus","Bufonidae","Anura","Amphibia","Bufo americanus americanus"
"bufo americanus","Bufo americanus","Anaxyrus americanus americanus","Bufonidae","Anura","Amphibia","Bufo terrestris americanus"
"bufo americanus","Bufo americanus","Anaxyrus americanus americanus","Bufonidae","Anura","Amphibia","Bufo terrestris copei"
"bufo americanus","Bufo americanus","Anaxyrus americanus americanus","Bufonidae","Anura","Amphibia","Bufo copei"
"bufo boreas","Bufo boreas","Anaxyrus boreas","Bufonidae","Anura","Amphibia","Bufo boreas"
"bufo boreas","Bufo boreas","Anaxyrus boreas","Bufonidae","Anura","Amphibia","Bufo politus"
"bufo bufo","Bufo bufo","Bufo bufo","Bufonidae","Anura","Amphibia",NA
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Bufo margaritifer"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Rana margaritifera"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Rana gemmata"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Bufo nasutus"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Bufo mitrata"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Bufo perlatus"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Otolophus margaritifer"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Trachycara fusca"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Bufo pleuropterus"
"bufo margaritifer","Bufo margaritifer","Rhinella margaritifera","Bufonidae","Anura","Amphibia","Rhinella margaritifer"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo marinus"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Rana marina"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo brasiliensis"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo agua"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo horridus"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo humeralis"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bombinator maculatus"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo lazarus"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo albicans"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo horribilis"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo pithecodactylus"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Bufo angustipes"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Chaunus marinus"
"bufo marinus","Bufo marinus","Rhinella marina","Bufonidae","Anura","Amphibia","Rhinella marinus"
"bufo woodhousii","Bufo woodhousii","Anaxyrus woodhousii woodhousii","Bufonidae","Anura","Amphibia","Bufo woodhousii"
"bufo woodhousii","Bufo woodhousii","Anaxyrus woodhousii woodhousii","Bufonidae","Anura","Amphibia","Bufo woodhousii woodhousii"
"ceratophrys cranwelli","Ceratophrys cranwelli","Ceratophrys cranwelli","Ceratophryidae","Anura","Amphibia",NA
"ceratophrys ornata","Ceratophrys ornata","Ceratophrys ornata","Ceratophryidae","Anura","Amphibia",NA
"cryptothylax greshoffii","Cryptothylax greshoffii","Cryptothylax greshoffii","Hyperoliidae","Anura","Amphibia",NA
"hemisus marmoratus","Hemisus marmoratus","Hemisus marmoratus","Hemisotidae","Anura","Amphibia",NA
"platycephalus indicus","Platycephalus indicus","Platycephalus indicus","Platycephalidae","Perciformes","Actinopteri",NA
"hoplobatrachus occipitalis","Hoplobatrachus occipitalis","Hoplobatrachus occipitalis","Dicroglossidae","Anura","Amphibia",NA
"hoplobatrachus rugulosus","Hoplobatrachus rugulosus","Hoplobatrachus rugulosus","Dicroglossidae","Anura","Amphibia","Hoplobatrachus chinensis"
"hoplobatrachus rugulosus","Hoplobatrachus rugulosus","Hoplobatrachus rugulosus","Dicroglossidae","Anura","Amphibia","Rana chinensis"
