"X","Type","Phylum","Class","Order","Family","Genus","Species","Human","Zoonotic","Domestic","Wildlife","HostGroup","HostOrder","HostFamily","HostSpecies","HostName","Association","Method","Reference","PMID","Additional","Synonym","Disease","Taylor","Emerging","Emerging.Source","VectorBorne","GramStain","Motility","Spore","Oxygen","Cell","Infection","Abbreviation","Strain","Genome","Gsize","ProteinCount","PercentGC","HostSpeciesPHB","HostSpecies.new","N.genomes","Genome.size","Genome.GC","Genome.genes","Pathogen_Original","Pathogen_Harmonised","YearRef","YearPubMed","Year","YearType","Host_Original","Host_Harmonised","HostSynonyms","HostClass"
9013,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","salehabad phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Capra hircus","Domestic goat","na","Antibodies","",25653443,"","Salehabad viru","","Yes","Yes","Taylor","Yes",NA,NA,NA,NA,NA,NA,"SALV","Adana virus","(-) ssRNA","0.012389","4","44.7142","Caprahircus","Capra hircus",0,NA,NA,NA,"salehabad phlebovirus","salehabad",NA,2015,2015,"PubMed publication","capra hircus","capra hircus","na","Mammalia"
9014,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","salehabad phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries","Domestic sheep","na","Antibodies","",25653443,"","Salehabad viru","","Yes","Yes","Taylor","Yes",NA,NA,NA,NA,NA,NA,"SALV","Adana virus","(-) ssRNA","0.012389","4","44.7142","Ovisaries","Ovis aries",0,NA,NA,NA,"salehabad phlebovirus","salehabad",NA,2015,2015,"PubMed publication","ovis aries","ovis aries","na","Mammalia"
9015,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sandfly fever naples phlebovirus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","",10832485,"1951851","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"SFNV","","(-) ssRNA","0.012488","4","44.5977","Homosapiens","Homo sapiens",0,NA,NA,NA,"sandfly fever naples phlebovirus","sandfly fever naples",NA,1999,1999,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
9016,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sandfly fever naples phlebovirus","Yes","Yes","No","Yes","Chiroptera","Chiroptera","Vespertilionidae","Pipistrellus kuhlii","Kuhl's pipistrelle","na","Isolation","",1951851,"ViPR","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"SFNV","Toscana virus","(-) ssRNA","0.012488","4","44.5977","Pipistrelluskuhlii","Pipistrellus kuhlii",0,NA,NA,NA,"sandfly fever naples phlebovirus","sandfly fever naples",NA,1991,1991,"PubMed publication","pipistrellus kuhlii","pipistrellus kuhlii","na","Mammalia"
9017,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sandfly fever naples phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Capra hircus","Domestic goat","na","Antibodies","",25711610,"","","","Yes","Yes","Taylor; Jones","Yes",NA,NA,NA,NA,NA,NA,"SFNV","","(-) ssRNA","0.012488","4","44.5977","Caprahircus","Capra hircus",0,NA,NA,NA,"sandfly fever naples phlebovirus","sandfly fever naples",NA,2015,2015,"PubMed publication","capra hircus","capra hircus","na","Mammalia"
9018,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sfts phlebovirus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","Yu et al. 2011",21955213,"21410387","","Severe fever with thrombocytopenia syndrome","No","Yes","PMID: 25745960","Yes",NA,NA,NA,NA,NA,NA,"SFTSV","","(-) ssRNA","0.01149","4","48.8164","Homosapiens","Homo sapiens",0,NA,NA,NA,"sfts phlebovirus","sfts phlebovirus",2011,2012,2011,"Publication date from source database (earliest)","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
9019,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sfts phlebovirus","Yes","Yes","No","Yes","Ungulates","Artiodactyla","Suidae","Sus scrofa","Wild boar","na","Antibodies","",NA,"DOI: 10.1186/s41182-016-0009-6","","","No","Yes","PMID: 25745960","Yes",NA,NA,NA,NA,NA,NA,"SFTSV","","(-) ssRNA","0.01149","4","48.8164","Susscrofa","Sus scrofa",0,NA,NA,NA,"sfts phlebovirus","sfts phlebovirus",NA,NA,NA,NA,"sus scrofa","sus scrofa","sus domesticus","Mammalia"
9021,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sfts phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","na","Antibodies","",24793967,"","","","No","Yes","PMID: 25745960","Yes",NA,NA,NA,NA,NA,NA,"SFTSV","","(-) ssRNA","0.01149","4","48.8164","Bostaurus","Bos taurus",0,NA,NA,NA,"sfts phlebovirus","sfts phlebovirus",NA,2014,2014,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
9022,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sfts phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Capra hircus","Domestic goat","na","Antibodies","",24793967,"","","","No","Yes","PMID: 25745960","Yes",NA,NA,NA,NA,NA,NA,"SFTSV","","(-) ssRNA","0.01149","4","48.8164","Caprahircus","Capra hircus",0,NA,NA,NA,"sfts phlebovirus","sfts phlebovirus",NA,2014,2014,"PubMed publication","capra hircus","capra hircus","na","Mammalia"
9023,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","sfts phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Suidae","Sus scrofa domesticus","Domestic pig","na","Antibodies","",24793967,"","","","No","Yes","PMID: 25745960","Yes",NA,NA,NA,NA,NA,NA,"SFTSV","","(-) ssRNA","0.01149","4","48.8164","Susscrofadomesticus","Sus scrofa domesticus",0,NA,NA,NA,"sfts phlebovirus","sfts phlebovirus",NA,2014,2014,"PubMed publication","sus scrofa domesticus","sus scrofa","sus domesticus","Mammalia"
9024,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","uukuniemi phlebovirus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","na","Antibodies","",23283959,"4735908","","","No","No","","Yes",NA,NA,NA,NA,NA,NA,"UUKV","Uukuvirus","(-) ssRNA","0.011372","4","47.696","Homosapiens","Homo sapiens",0,NA,NA,NA,"uukuniemi phlebovirus","uukuniemi",NA,2013,2013,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
9029,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","uukuniemi phlebovirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Muridae","Apodemus flavicollis","Yellow-necked field mouse","na","Antibodies","",25673721,"ArboCat","","","No","No","","Yes",NA,NA,NA,NA,NA,NA,"UUKV","Uukuvirus","(-) ssRNA","0.011372","4","47.696","Apodemusflavicollis","Apodemus flavicollis",0,NA,NA,NA,"uukuniemi phlebovirus","uukuniemi",NA,2015,2015,"PubMed publication","apodemus flavicollis","apodemus flavicollis","apodemus arianus, mus arianus, mus cellarius, mus erythronotus, apodemus flavicollis brauneri, mus sylvaticus fennicus, mus sylvaticus princeps, apodemus flavicollis samariensis, apodemus flavicollis saturatus, sylvaemus sylvaticus stankovici, mus sylvaticus typicus, mus sylvaticus wintoni","Mammalia"
9030,"Virus",NA,NA,"Unassigned","Bunyaviridae","Phlebovirus","uukuniemi phlebovirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","na","Antibodies","",4735908,"ArboCat","","","No","No","","Yes",NA,NA,NA,NA,NA,NA,"UUKV","Uukuvirus","(-) ssRNA","0.011372","4","47.696","Bostaurus","Bos taurus",0,NA,NA,NA,"uukuniemi phlebovirus","uukuniemi",NA,1973,1973,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
9031,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","european brown hare syndrome virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Sylvilagus floridanus","Eastern cottontail","Pathogenic","PCR","",25828691,"ViPR","","European brown hare syndrome","No","No","","No",NA,NA,NA,NA,NA,NA,"EBHSV","","(+) ssRNA","0.007442","2","49.3","Sylvilagusfloridanus","Sylvilagus floridanus",1,0.007442,49.3,2,"european brown hare syndrome","european brown hare syndrome",NA,2015,2015,"PubMed publication","sylvilagus floridanus","sylvilagus floridanus","sylvilagus floridanus floridanus, sylvilagus floridanus alacer, sylvilagus floridanus chapmani, sylvilagus floridanus holzneri, sylvilagus floridanus mallurus, sylvilagus floridanus aztecus, sylvilagus floridanus connectens, sylvilagus floridanus hondurensis, sylvilagus floridanus macrocorpus, sylvilagus floridanus orizabae, sylvilagus floridanus yucatanicus, sylvilagus floridanus avius, sylvilagus floridanus cumanicus, sylvilagus floridanus margaritae, sylvilagus floridanus nigronuchalis, sylvilagus floridanus orinoci, sylvilagus floridanus purgatus, sylvilagus floridanus superciliaris, lepus orizabae, lepus russatus, lepus sylvaticus alacer, lepus sylvaticus aztecus, lepus floridanus chapmani, lepus floridanus connectens, lepus sylvaticus floridanus, lepus sylvaticus holzneri, lepus nuttalli mallurus, sylvilagus floridanus russatus, sylvilagus floridanus subcinctus, lepus floridanus subcinctus, lepus floridanus yucatanicus","Mammalia"
9032,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","european brown hare syndrome virus","No","No","Yes","Yes","Mammalia","Lagomorpha","Leporidae","Lepus europaeus","European hare","Pathogenic","Isolation","",1760585,"25155199","","European brown hare syndrome","No","No","","No",NA,NA,NA,NA,NA,NA,"EBHSV","","(+) ssRNA","0.007442","2","49.3","Lepuseuropaeus","Lepus europaeus",1,0.007442,49.3,2,"european brown hare syndrome","european brown hare syndrome",NA,1991,1991,"PubMed publication","lepus europaeus","lepus europaeus","na","Mammalia"
9033,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","european brown hare syndrome virus","No","No","Yes","Yes","Mammalia","Lagomorpha","Leporidae","Lepus timidus","Mountain hare","Pathogenic","Isolation","",1760585,"25155199","","European brown hare syndrome","No","No","","No",NA,NA,NA,NA,NA,NA,"EBHSV","","(+) ssRNA","0.007442","2","49.3","Lepustimidus","Lepus timidus",1,0.007442,49.3,2,"european brown hare syndrome","european brown hare syndrome",NA,1991,1991,"PubMed publication","lepus timidus","lepus timidus","lepus othus tschuktschorum, lepus timidus tschuktschorum","Mammalia"
9034,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","rabbit hemorrhagic disease virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Lepus capensis","Cape hare","Pathogenic","Isolation","",24099575,"ViPR","Rabbit hemorrhagic disease virus RHDV; Rabbit haemorrhagic disease virus","Rabbit hemorrhagic disease","No","Yes","http://www.mdpi.com/1660-4601/10/7/2699/htm","No",NA,NA,NA,NA,NA,NA,"RHDV","","(+) ssRNA","0.007437","2","50.2","Lepuscapensis","Lepus capensis",0,NA,NA,NA,"rabbit hemorrhagic disease","rabbit hemorrhagic disease",NA,2013,2013,"PubMed publication","lepus capensis","lepus capensis","na","Mammalia"
9035,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","rabbit hemorrhagic disease virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Lepus corsicanus","Corsican hare","Pathogenic","PCR","",25458493,"ViPR","Rabbit hemorrhagic disease virus RHDV; Rabbit haemorrhagic disease virus","Rabbit hemorrhagic disease","No","Yes","http://www.mdpi.com/1660-4601/10/7/2699/htm","No",NA,NA,NA,NA,NA,NA,"RHDV","","(+) ssRNA","0.007437","2","50.2","Lepuscorsicanus","Lepus corsicanus",0,NA,NA,NA,"rabbit hemorrhagic disease","rabbit hemorrhagic disease",NA,2014,2014,"PubMed publication","lepus corsicanus","lepus corsicanus","na","Mammalia"
9036,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","rabbit hemorrhagic disease virus","No","No","No","Yes","Mammalia","Lagomorpha","Leporidae","Lepus granatensis","Granada hare","Pathogenic","Isolation","",25248407,"ViPR","Rabbit hemorrhagic disease virus RHDV; Rabbit haemorrhagic disease virus","Rabbit hemorrhagic disease","No","Yes","http://www.mdpi.com/1660-4601/10/7/2699/htm","No",NA,NA,NA,NA,NA,NA,"RHDV","","(+) ssRNA","0.007437","2","50.2","Lepusgranatensis","Lepus granatensis",0,NA,NA,NA,"rabbit hemorrhagic disease","rabbit hemorrhagic disease",NA,2014,2014,"PubMed publication","lepus granatensis","lepus granatensis","na","Mammalia"
9037,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","rabbit hemorrhagic disease virus","No","No","No","Yes","Rodentia","Rodentia","Muridae","Apodemus sylvaticus","Common field mouse","na","Isolation","",21600308,"ViPR","Rabbit hemorrhagic disease virus RHDV; Rabbit haemorrhagic disease virus","","No","Yes","http://www.mdpi.com/1660-4601/10/7/2699/htm","No",NA,NA,NA,NA,NA,NA,"RHDV","","(+) ssRNA","0.007437","2","50.2","Apodemussylvaticus","Apodemus sylvaticus",0,NA,NA,NA,"rabbit hemorrhagic disease","rabbit hemorrhagic disease",NA,2011,2011,"PubMed publication","apodemus sylvaticus","apodemus sylvaticus","mus algirus, mus chamaeropsis, musculus dichrurus, mus hayi, mus hebridensis, mus hirtensis, mus intermedius, mus islandicus, mus pecchioli, mus reboudia, mus sylvaticus albus, mus sylvaticus alpinus, mus sylvaticus bergensis, apodemus sylvaticus butei, micromys sylvaticus callipides, mus sylvaticus candidus, mus sylvaticus celticus, apodemus sylvaticus creticus, apodemus hebridensis cumbrae, apodemus hebridensis fiolagan, sylvaemus sylvaticus flaviventris, mus sylvaticus flavobrunneus, mus sylvaticus fridariensis, apodemus hebridensis ghia, apodemus sylvaticus grandiculus, apodemus fridariensis grantii, mus sylvaticus griseus, apodemus hebridensis hamiltoni, mus sylvaticus isabellinus, apodemus hebridensis larus, mus sylvaticus leucocephalus, apodemus hebridensis maclean, apodemus sylvaticus maximus, apodemus hebridensis nesiticus, mus sylvaticus niger, mus sylvaticus parvus, apodemus sylvaticus spadix, apodemus fridariensis thuleo, apodemus hebridensis tirae, apodemus hebridensis tural, mus sylvaticus varius","Mammalia"
9038,"Virus",NA,NA,"Unassigned","Caliciviridae","Lagovirus","rabbit hemorrhagic disease virus","No","No","Yes","Yes","Mammalia","Lagomorpha","Leporidae","Oryctolagus cuniculus","European rabbit","Pathogenic","Isolation","",2352325,"ViPR","Rabbit hemorrhagic disease virus RHDV; Rabbit haemorrhagic disease virus","Rabbit hemorrhagic disease","No","Yes","http://www.mdpi.com/1660-4601/10/7/2699/htm","No",NA,NA,NA,NA,NA,NA,"RHDV","","(+) ssRNA","0.007437","2","50.2","Oryctolaguscuniculus","Oryctolagus cuniculus",0,NA,NA,NA,"rabbit hemorrhagic disease","rabbit hemorrhagic disease",NA,1990,1990,"PubMed publication","oryctolagus cuniculus","oryctolagus cuniculus","na","Mammalia"
9039,"Virus",NA,NA,"Unassigned","Caliciviridae","Nebovirus","newbury-1 virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","Pathogenic","Isolation","",16574184,"ViPR","","","No","No","","No",NA,NA,NA,NA,NA,NA,"","","(+) ssRNA","0.0074535","2","56.4","Bostaurus","Bos taurus",0,NA,NA,NA,"newbury-1","newbury-1",NA,2006,2006,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
9040,"Virus",NA,NA,"Unassigned","Caliciviridae","Norovirus","norwalk virus","Yes","Yes","Captive","No","Carnivora","Carnivora","Felidae","Panthera leo","Lion","Pathogenic?","Isolation","",18214183,"19773133","Norwalk virus NV; Norwalk calicivirus","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"NV","","(+) ssRNA","0.007518","3","50.7","Pantheraleo","Panthera leo",1,0.007654,48,3,"norwalk","norwalk",NA,2007,2007,"PubMed publication","panthera leo","panthera leo","na","Mammalia"
9041,"Virus",NA,NA,"Unassigned","Caliciviridae","Norovirus","norwalk virus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","",19773133,"ViPR","Norwalk virus NV; Norwalk calicivirus","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"NV","","(+) ssRNA","0.007518","3","50.7","Homosapiens","Homo sapiens",1,0.007654,48,3,"norwalk","norwalk",NA,2010,2010,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
9042,"Virus",NA,NA,"Unassigned","Caliciviridae","Norovirus","norwalk virus","Yes","Yes","Yes","No","Rodentia","Rodentia","Muridae","Mus musculus","House mouse","Pathogenic","Isolation","",19773133,"ViPR","Norwalk virus NV; Norwalk calicivirus","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"NV","Murine norovirus","(+) ssRNA","0.007518","3","50.7","Musmusculus","Mus musculus",1,0.007654,48,3,"norwalk","norwalk",NA,2010,2010,"PubMed publication","mus musculus","mus musculus","mus molossinus, mus nordmanni, mus musculus cinereomaculatus, mus bactrianus tantillus, mus musculus varius, mus molossinus yonakuni","Mammalia"
9043,"Virus",NA,NA,"Unassigned","Caliciviridae","Norovirus","norwalk virus","Yes","Yes","Yes","No","Rodentia","Rodentia","Muridae","Rattus norvegicus","Brown rat","na","Isolation","",19773133,"23087104","Norwalk virus NV; Norwalk calicivirus","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"NV","","(+) ssRNA","0.007518","3","50.7","Rattusnorvegicus","Rattus norvegicus",1,0.007654,48,3,"norwalk","norwalk",NA,2010,2010,"PubMed publication","rattus norvegicus","rattus norvegicus","mus caraco, mus caspius, mus decumanoides, mus decumanus, mus griseipectus, mus hibernicus, mus humiliatus, mus javanus, mus magnirostris, mus maniculatus, mus maurus, mus ouangthomae, mus plumbeus, mus surmolottus, rattus norvegicus albus, mus sylvaticus discolor, mus decumanus hybridus, rattus humiliatus insolatus, mus decumanus major, rattus norvegicus otomoi, mus norvegicus praestans, rattus norvegicus primarius, epimys norvegicus socer, rattus humiliatus sowerbyi","Mammalia"
9044,"Virus",NA,NA,"Unassigned","Caliciviridae","Norovirus","norwalk virus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","Pathogenic","Isolation","",19773133,"12554100","Norwalk virus NV; Norwalk calicivirus","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"NV","","(+) ssRNA","0.007518","3","50.7","Bostaurus","Bos taurus",1,0.007654,48,3,"norwalk","norwalk",NA,2010,2010,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
9045,"Virus",NA,NA,"Unassigned","Caliciviridae","Norovirus","norwalk virus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries","Domestic sheep","na","PCR","",18676104,"ViPR","Norwalk virus NV; Norwalk calicivirus","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"NV","","(+) ssRNA","0.007518","3","50.7","Ovisaries","Ovis aries",1,0.007654,48,3,"norwalk","norwalk",NA,2009,2009,"PubMed publication","ovis aries","ovis aries","na","Mammalia"
