"Host","HostClass","HostOrder","HostFamily","Virus","VirusOrder","Year","YearType","Database","DatabaseVersion","DetectionMethod","Detection_NotSpecified","Detection_Serology","Detection_Genetic","Detection_Isolation","Host_Original","Virus_Original","DetectionMethod_Original"
"Leptonycteris curasoae","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,2004,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Leptonycteris curasoae","Rabies lyssavirus","Antibodies"
"Leptonycteris nivalis","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,1979,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Leptonycteris nivalis","Rabies","Isolation"
"Leptonycteris nivalis","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,1979,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Leptonycteris nivalis","Rabies lyssavirus","Antibodies"
"Lonchophylla robusta","Mammalia","Chiroptera","Phyllostomidae","New jersey vesiculovirus",NA,1969,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lonchophylla robusta","New jersey vesiculovirus","Antibodies"
"Lonchophylla robusta","Mammalia","Chiroptera","Phyllostomidae","Indiana vesiculovirus","Mononegavirales",1969,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lonchophylla robusta","Vesicular stomatitis indiana","plaque reduction neutralization"
"Lonchophylla robusta","Mammalia","Chiroptera","Phyllostomidae","New Jersey vesiculovirus","Mononegavirales",1969,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lonchophylla robusta","Vesicular stomatitis new jersey","Antibodies"
"Lonchorhina aurita","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Not specified",TRUE,FALSE,FALSE,FALSE,"Lonchorhina aurita","Rabies lyssavirus","na"
"Lophostoma brasiliense","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Not specified",TRUE,FALSE,FALSE,FALSE,"Lophostoma brasiliense","Rabies lyssavirus","na"
"Lophostoma silvicolum","Mammalia","Chiroptera","Phyllostomidae","Indiana vesiculovirus",NA,1969,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lophostoma silvicolum","Indiana vesiculovirus","Antibodies"
"Lophostoma silvicolum","Mammalia","Chiroptera","Phyllostomidae","New jersey vesiculovirus",NA,1969,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lophostoma silvicolum","New jersey vesiculovirus","Antibodies"
"Lophostoma silvicolum","Mammalia","Chiroptera","Phyllostomidae","Indiana vesiculovirus","Mononegavirales",1969,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lophostoma silvicolum","Vesicular stomatitis indiana","plaque reduction neutralization"
"Lophostoma silvicolum","Mammalia","Chiroptera","Phyllostomidae","New Jersey vesiculovirus","Mononegavirales",1969,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Lophostoma silvicolum","Vesicular stomatitis new jersey","Antibodies"
"Megaderma lyra","Mammalia","Chiroptera","Megadermatidae","Influenza A virus","Articulavirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Megaderma lyra","Influenza a","Antibodies"
"Megaderma lyra","Mammalia","Chiroptera","Megadermatidae","Mamastrovirus 17",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Megaderma lyra","Mamastrovirus 17","PCR"
"Macroglossus minimus","Mammalia","Chiroptera","Pteropodidae","Carey Island virus","Amarillovirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Macroglossus minimus","Carey island","Isolation"
"Macronycteris commersoni","Mammalia","Chiroptera","Hipposideridae","Lagos bat lyssavirus","Mononegavirales",2011,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Hipposideros commersonii","Lagos bat lyssavirus","Antibodies"
"Macronycteris commersoni","Mammalia","Chiroptera","Hipposideridae","Shimoni bat lyssavirus","Mononegavirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Hipposideros commersonii","Shimoni bat lyssavirus","Isolation"
"Macrotus californicus","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,1979,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Macrotus californicus","Rabies","Isolation"
"Macrotus californicus","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,1979,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Macrotus californicus","Rabies lyssavirus","Antibodies"
"Megaderma lyra","Mammalia","Chiroptera","Megadermatidae","Influenza A virus","Articulavirales",1981,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Megaderma lyra","Influenza a","Antibodies"
"Micronycteris megalotis","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,2004,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Micronycteris megalotis","Rabies","Antibodies"
"Micronycteris megalotis","Mammalia","Chiroptera","Phyllostomidae","Rabies",NA,2004,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Micronycteris megalotis","Rabies lyssavirus","Antibodies"
"Micropteropus pusillus","Mammalia","Chiroptera","Pteropodidae","Lagos bat lyssavirus","Mononegavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Micropteropus pusillus","Lagos bat","Isolation"
"Micropteropus pusillus","Mammalia","Chiroptera","Pteropodidae","Lagos bat lyssavirus","Mononegavirales",1980,NA,"Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Micropteropus pusillus","Lagos bat lyssavirus","Isolation"
"Micropteropus pusillus","Mammalia","Chiroptera","Pteropodidae","Rift Valley fever phlebovirus","Bunyavirales",2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Micropteropus pusillus","Rift valley fever","PCR"
"Micropteropus pusillus","Mammalia","Chiroptera","Pteropodidae","Rift Valley fever phlebovirus","Bunyavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Micropteropus pusillus","Rift valley fever","Isolation"
"Micropteropus pusillus","Mammalia","Chiroptera","Pteropodidae","Rift Valley fever phlebovirus","Bunyavirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Micropteropus pusillus","Rift valley fever phlebovirus","Isolation"
"Micropteropus pusillus","Mammalia","Chiroptera","Pteropodidae","Zaire ebolavirus",NA,2004,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Micropteropus pusillus","Zaire ebolavirus","PCR"
"Micropteropus pusillus","Mammalia","Chiroptera","Pteropodidae","Zaire ebolavirus",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Micropteropus pusillus","Zaire ebolavirus","Antibodies"
"Miniopterus fuliginosus","Mammalia","Chiroptera","Miniopteridae","Bat hepatitis virus","Blubervirales",2013,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus fuliginosus","Bat hepatitis","PCR"
"Miniopterus fuliginosus","Mammalia","Chiroptera","Vespertilionidae","Japanese encephalitis virus","Amarillovirales",2008,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus fuliginosus","Japanese encephalitis","Antibodies"
"Miniopterus fuliginosus","Mammalia","Chiroptera","Miniopteridae","Japanese encephalitis virus","Amarillovirales",2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus fuliginosus","Japanese encephalitis","Isolation"
"Miniopterus fuliginosus","Mammalia","Chiroptera","Vespertilionidae","Yokose virus","Amarillovirales",2005,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus fuliginosus","Yokose","Antibodies"
"Miniopterus fuliginosus","Mammalia","Chiroptera","Miniopteridae","Yokose virus","Amarillovirales",2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus fuliginosus","Yokose","Isolation"
"Miniopterus inflatus","Mammalia","Chiroptera","Vespertilionidae","Marburg",NA,2007,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus inflatus","Lake victoria marburgvirus","PCR"
"Miniopterus inflatus","Mammalia","Chiroptera","Miniopteridae","Marburg",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus inflatus","Marburg marburgvirus","Antibodies"
"Miniopterus magnater","Mammalia","Chiroptera","Miniopteridae","Mamastrovirus 14",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus magnater","Mamastrovirus 14","Isolation"
"Miniopterus magnater","Mammalia","Chiroptera","Miniopteridae","Mamastrovirus 18",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus magnater","Mamastrovirus 18","Isolation"
"Miniopterus magnater","Mammalia","Chiroptera","Miniopteridae","Miniopterus bat coronavirus 1",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus magnater","Miniopterus bat coronavirus 1","PCR"
"Miniopterus magnater","Mammalia","Chiroptera","Miniopteridae","Miniopterus bat coronavirus hku8",NA,2006,"Author","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus magnater","Miniopterus bat coronavirus hku8","PCR"
"Miniopterus pusillus","Mammalia","Chiroptera","Miniopteridae","Mamastrovirus 14",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus pusillus","Mamastrovirus 14","PCR"
"Miniopterus pusillus","Mammalia","Chiroptera","Miniopteridae","Mamastrovirus 18",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus pusillus","Mamastrovirus 18","PCR"
"Miniopterus pusillus","Mammalia","Chiroptera","Miniopteridae","Miniopterus bat coronavirus 1",NA,2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus pusillus","Miniopterus bat coronavirus 1","Isolation"
"Miniopterus pusillus","Mammalia","Chiroptera","Miniopteridae","Miniopterus bat coronavirus hku8",NA,2006,"Author","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus pusillus","Miniopterus bat coronavirus hku8","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","Australian bat lyssavirus",NA,2002,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus schreibersii","Australian bat lyssavirus","Antibodies"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Australian bat lyssavirus",NA,2002,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus schreibersii","Australian bat lyssavirus","Antibodies"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Chiropteran dependoparvovirus 1",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","Chiropteran dependoparvovirus 1","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","Duvenhage lyssavirus","Mononegavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","Duvenhage","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","European bat 1 lyssavirus","Mononegavirales",2002,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","European bat lyssavirus 1","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","European bat 1 lyssavirus","Mononegavirales",2013,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","European bat 1 lyssavirus","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","European bat 2 lyssavirus","Mononegavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","European bat lyssavirus 2","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","Japanese encephalitis virus","Amarillovirales",2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","Japanese encephalitis","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","Japanese encephalitis virus","Amarillovirales",2001,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","Japanese encephalitis","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Japanese encephalitis virus","Amarillovirales",1971,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","Japanese encephalitis","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","Kyasanur Forest disease virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus schreibersii","Kyasanur forest disease","Antibodies"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Kyasanur Forest disease virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus schreibersii","Kyasanur forest disease","Antibodies"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Lloviu",NA,2011,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","Lloviu cuevavirus","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Mamastrovirus 15",NA,2009,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","Mamastrovirus 15","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Mamastrovirus 18",NA,2008,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","Mamastrovirus 18","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Miniopterus bat coronavirus 1",NA,2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","Miniopterus bat coronavirus 1","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Mischivirus a",NA,2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Miniopterus schreibersii","Mischivirus a","PCR"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Reston ebolavirus",NA,2012,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Miniopterus schreibersii","Reston ebolavirus","Antibodies"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","Rift Valley fever phlebovirus","Bunyavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","Rift valley fever","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Rift Valley fever phlebovirus","Bunyavirales",1999,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","Rift valley fever phlebovirus","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","West Caucasian bat lyssavirus","Mononegavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","West caucasian bat","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","West Caucasian bat lyssavirus","Mononegavirales",2003,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","West caucasian bat lyssavirus","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Vespertilionidae","Yokose virus","Amarillovirales",2005,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","Yokose","Isolation"
"Miniopterus schreibersii","Mammalia","Chiroptera","Miniopteridae","Yokose virus","Amarillovirales",2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Miniopterus schreibersii","Yokose","Isolation"
"Molossops neglectus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Molossops neglectus","Rabies","PCR"
"Molossops neglectus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2011,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossops neglectus","Rabies","Antibodies"
"Molossops neglectus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2011,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Molossops neglectus","Rabies lyssavirus","Isolation"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Catu orthobunyavirus","Bunyavirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Molossus molossus","Catu","Isolation"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Catu orthobunyavirus","Bunyavirales",2008,NA,"Shaw","Shaw et al. 2020 Mol Ecol","Not specified",TRUE,FALSE,FALSE,FALSE,"Molossus molossus","Catu orthobunyavirus","na"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Dengue virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Dengue","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Dengue virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Dengue","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Ilheus virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Ilheus","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Ilheus virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Ilheus","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Molossus molossus","Rabies","PCR"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2008,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Molossus molossus","Rabies","PCR"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2013,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Molossus molossus","Rabies","PCR"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2011,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Molossus molossus","Rabies","PCR"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Molossus molossus","Rabies","PCR"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2003,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Molossus molossus","Rabies","Isolation"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rabies",NA,2007,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Molossus molossus","Rabies lyssavirus","Isolation"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rio Bravo virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Rio bravo","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Rio Bravo virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Rio bravo","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Saint Louis encephalitis virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","St. louis encephalitis","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Saint Louis encephalitis virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","St. louis encephalitis","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Yellow fever virus","Amarillovirales",1978,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Yellow fever","Antibodies"
"Molossus molossus","Mammalia","Chiroptera","Molossidae","Yellow fever virus","Amarillovirales",1978,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Molossus molossus","Yellow fever","Antibodies"
