VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass,PathogenType
leptosphaeria tompkinsii,1489896,TRUE,Falciformispora tompkinsii,Falciformispora,Trematosphaeriaceae,Pleosporales,Dothideomycetes,fungi
lewia infectoria,45303,TRUE,Alternaria infectoria,Alternaria,Pleosporaceae,Pleosporales,Dothideomycetes,fungi
lichtheimia corymbifera,42458,TRUE,Lichtheimia corymbifera,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,fungi
lichtheimia ramosa,688394,TRUE,Lichtheimia ramosa,Lichtheimia,Lichtheimiaceae,Mucorales,Mucoromycetes,fungi
lodderomyces elongisporus,36914,TRUE,Lodderomyces elongisporus,Lodderomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,fungi
loma acerinae,103443,TRUE,Loma acerinae,Loma,Glugeidae,NA,NA,fungi
loma branchialis,913418,TRUE,Loma branchialis,Loma,Glugeidae,NA,NA,fungi
loma embiotocia,54562,TRUE,Loma embiotocia,Loma,Glugeidae,NA,NA,fungi
loma kenti,913568,TRUE,Loma kenti,Loma,Glugeidae,NA,NA,fungi
loma lingcodae,913569,TRUE,Loma lingcodae,Loma,Glugeidae,NA,NA,fungi
loma morhua,668813,TRUE,Loma morhua,Loma,Glugeidae,NA,NA,fungi
loma pacificodae,913570,TRUE,Loma pacificodae,Loma,Glugeidae,NA,NA,fungi
loma psittaca,679728,TRUE,Loma psittaca,Loma,Glugeidae,NA,NA,fungi
loma richardi,913571,TRUE,Loma richardi,Loma,Glugeidae,NA,NA,fungi
loma salmonae,54566,TRUE,Loma salmonae,Loma,Glugeidae,NA,NA,fungi
loma wallae,913573,TRUE,Loma wallae,Loma,Glugeidae,NA,NA,fungi
madurella grisea,1489895,TRUE,Trematosphaeria grisea,Trematosphaeria,Trematosphaeriaceae,Pleosporales,Dothideomycetes,fungi
madurella mycetomatis,100816,TRUE,Madurella mycetomatis,Madurella,NA,Sordariales,Sordariomycetes,fungi
malassezia cuniculi,948313,TRUE,Malassezia cuniculi,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia furfur,55194,TRUE,Malassezia furfur,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia globosa,76773,TRUE,Malassezia globosa,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia japonica,223818,TRUE,Malassezia japonica,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia nana,180528,TRUE,Malassezia nana,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia obtusa,76774,TRUE,Malassezia obtusa,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia pachydermatis,77020,TRUE,Malassezia pachydermatis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia restricta,76775,TRUE,Malassezia restricta,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia slooffiae,76776,TRUE,Malassezia slooffiae,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
malassezia sympodialis,76777,TRUE,Malassezia sympodialis,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes,fungi
mariannaea camptospora,233850,TRUE,Mariannaea camptospora,Mariannaea,Nectriaceae,Hypocreales,Sordariomycetes,fungi
meyerozyma guilliermondii,4929,TRUE,Meyerozyma guilliermondii,Meyerozyma,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,fungi
microporus xanthopus,239211,TRUE,Microporus xanthopus,Microporus,Polyporaceae,Polyporales,Agaricomycetes,fungi
microsporidium cypselurus,147827,TRUE,Microsporidium cypselurus,Microsporidium,NA,NA,NA,fungi
microsporidium prosopium,96063,TRUE,Microsporidium prosopium,Microsporidium,NA,NA,NA,fungi
microsporidium seriolae,144517,TRUE,Microsporidium seriolae,Microsporidium,NA,NA,NA,fungi
microsporum audouinii,34393,TRUE,Microsporum audouinii,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes,fungi
microsporum ferrugineum,77205,TRUE,Microsporum ferrugineum,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes,fungi
microsporum gallinae,1916091,TRUE,Lophophyton gallinae,Lophophyton,Arthrodermataceae,Onygenales,Eurotiomycetes,fungi
microsporum gypseum,63402,TRUE,Nannizzia gypsea,Nannizzia,Arthrodermataceae,Onygenales,Eurotiomycetes,fungi
microsporum langeronii,74039,TRUE,Microsporum langeronii,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes,fungi
microsporum persicolor,65487,TRUE,Nannizzia persicolor,Nannizzia,Arthrodermataceae,Onygenales,Eurotiomycetes,fungi
mortierella wolfii,90253,TRUE,Actinomortierella wolfii,Actinomortierella,Mortierellaceae,Mortierellales,Mortierellomycetes,fungi
mucor circinelloides,36080,TRUE,Mucor circinelloides,Mucor,Mucoraceae,Mucorales,Mucoromycetes,fungi
mucor hiemalis,64493,TRUE,Mucor hiemalis,Mucor,Mucoraceae,Mucorales,Mucoromycetes,fungi
mucor indicus,64623,TRUE,Mucor indicus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,fungi
mucor ramosissimus,90264,TRUE,Mucor ramosissimus,Mucor,Mucoraceae,Mucorales,Mucoromycetes,fungi
myceliophthora thermophila,78579,TRUE,Thermothelomyces thermophilus,Thermothelomyces,Chaetomiaceae,Sordariales,Sordariomycetes,fungi
mycoleptodiscus indicus,745397,TRUE,Mycoleptodiscus indicus,Mycoleptodiscus,Muyocopronaceae,Muyocopronales,Dothideomycetes,fungi
myrmecridium schulzeri,470091,TRUE,Myrmecridium schulzeri,Myrmecridium,Myrmecridiaceae,Myrmecridiales,Sordariomycetes,fungi
neocallimastix frontalis,4757,TRUE,Neocallimastix frontalis,Neocallimastix,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,fungi
neocallimastix hurleyensis,101835,TRUE,Neocallimastix hurleyensis,Neocallimastix,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,fungi
neocallimastix patriciarum,4758,TRUE,Neocallimastix patriciarum,Neocallimastix,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,fungi
neocosmospora vasinfecta,1325723,TRUE,Fusarium neocosmosporiellum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,fungi
neodeightonia subglobosa,371117,TRUE,Neodeightonia subglobosa,Neodeightonia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,fungi
neosartorya fischeri,36630,TRUE,Aspergillus fischeri,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
neosartorya glabra,41049,TRUE,Aspergillus neoglaber,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
neosartorya hiratsukae,1194566,TRUE,Aspergillus hiratsukae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
neoscytalidium dimidiatum,108428,TRUE,Neoscytalidium dimidiatum,Neoscytalidium,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,fungi
neurospora cerealis,29881,TRUE,Neurospora cerealis,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,fungi
neurospora crassa,5141,TRUE,Neurospora crassa,Neurospora,Sordariaceae,Sordariales,Sordariomycetes,fungi
nosema ceranae,40302,TRUE,Nosema ceranae,Nosema,Nosematidae,NA,NA,fungi
nucleospora salmonis,54411,TRUE,Nucleospora salmonis,Nucleospora,Enterocytozoonidae,NA,NA,fungi
ophiostoma stenoceras,5173,TRUE,Sporothrix stenoceras,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,fungi
ovipleistophora mirandellae,157916,TRUE,Ovipleistophora mirandellae,Ovipleistophora,Pleistophoridae,NA,NA,fungi
paecilomyces lilacinus,33203,TRUE,Purpureocillium lilacinum,Purpureocillium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,fungi
paecilomyces variotii,264951,TRUE,Byssochlamys spectabilis,Byssochlamys,Thermoascaceae,Eurotiales,Eurotiomycetes,fungi
paracoccidioides brasiliensis,121759,TRUE,Paracoccidioides brasiliensis,Paracoccidioides,NA,Onygenales,Eurotiomycetes,fungi
paranucleospora theridion,723276,TRUE,Paranucleospora theridion,Paranucleospora,Enterocytozoonidae,NA,NA,fungi
penicillium biourgeianum,116969,TRUE,Penicillium biourgeianum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium brevicompactum,5074,TRUE,Penicillium brevicompactum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium brocae,201291,TRUE,Penicillium brocae,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium chrysogenum,5076,TRUE,Penicillium chrysogenum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium citreonigrum,69768,TRUE,Penicillium citreonigrum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium citrinum,5077,TRUE,Penicillium citrinum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium concentricum,293559,TRUE,Penicillium concentricum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium corylophilum,70792,TRUE,Penicillium corylophilum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium decumbens,69771,TRUE,Penicillium decumbens,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium griseofulvum,5078,TRUE,Penicillium griseofulvum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium lanosum,357984,TRUE,Penicillium lanosum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium marneffei,37727,TRUE,Talaromyces marneffei,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,fungi
penicillium polonicum,60169,TRUE,Penicillium polonicum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penicillium purpurogenum,1266744,TRUE,Talaromyces purpureogenus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,fungi
penicillium raistrickii,69783,TRUE,Penicillium raistrickii,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
penidiella venezuelensis,1431930,TRUE,Eupenidiella venezuelensis,Eupenidiella,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,fungi
pestalotiopsis microspora,85828,TRUE,Pestalotiopsis microspora,Pestalotiopsis,Sporocadaceae,Xylariales,Sordariomycetes,fungi
phaeoacremonium rubrigenum,105397,TRUE,Phaeoacremonium rubrigenum,Phaeoacremonium,Togniniaceae,Togniniales,Sordariomycetes,fungi
phaeoacremonium venezuelense,268854,TRUE,Phaeoacremonium venezuelense,Phaeoacremonium,Togniniaceae,Togniniales,Sordariomycetes,fungi
phaeomyces kuwaitiensis,279291,TRUE,Phaeomyces kuwaitiensis,Phaeomyces,NA,NA,NA,fungi
phanerochaete sordida,48140,TRUE,Phanerochaete sordida,Phanerochaete,Phanerochaetaceae,Polyporales,Agaricomycetes,fungi
phialemonium curvatum,1093900,TRUE,Phialemoniopsis curvata,Phialemoniopsis,NA,Xylariales,Sordariomycetes,fungi
phialemonium dimorphosporum,83823,TRUE,Phialemonium dimorphosporum,Phialemonium,Cephalothecaceae,Sordariales,Sordariomycetes,fungi
phialemonium obovatum,291973,TRUE,Phialemonium obovatum,Phialemonium,Cephalothecaceae,Sordariales,Sordariomycetes,fungi
phialophora verrucosa,39412,TRUE,Phialophora verrucosa,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,fungi
phialosimplex chlamydosporus,215791,TRUE,Aspergillus chlamydosporus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,fungi
pichia kudriavzevii,4909,TRUE,Pichia kudriavzevii,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,fungi
pichia norvegensis,4921,TRUE,Pichia norvegensis,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes,fungi
piedraia hortae,147573,TRUE,Piedraia hortae,Piedraia,Piedraiaceae,Capnodiales,Dothideomycetes,fungi
piedraia quintanilhae,705560,TRUE,Piedraia quintanilhae,Piedraia,Piedraiaceae,Capnodiales,Dothideomycetes,fungi
pilobolus heterosporus,985135,TRUE,Pilobolus heterosporus,Pilobolus,Pilobolaceae,Mucorales,Mucoromycetes,fungi
pilobolus kleinii,259997,TRUE,Pilobolus kleinii,Pilobolus,Pilobolaceae,Mucorales,Mucoromycetes,fungi
pilobolus longipes,81946,TRUE,Pilobolus longipes,Pilobolus,Pilobolaceae,Mucorales,Mucoromycetes,fungi
pilobolus roridus,443162,TRUE,Pilobolus roridus,Pilobolus,Pilobolaceae,Mucorales,Mucoromycetes,fungi
pilobolus sphaerosporus,331074,TRUE,Pilobolus sphaerosporus,Pilobolus,Pilobolaceae,Mucorales,Mucoromycetes,fungi
piromyces communis,4822,TRUE,Piromyces communis,Piromyces,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,fungi
piromyces polycephalus,196359,TRUE,Piromyces polycephalus,Piromyces,Neocallimastigaceae,Neocallimastigales,Neocallimastigomycetes,fungi
plectosphaerella cucumerina,40658,TRUE,Plectosphaerella cucumerina,Plectosphaerella,Plectosphaerellaceae,Glomerellales,Sordariomycetes,fungi
pleistophora ehrenbaumi,73783,TRUE,Pleistophora ehrenbaumi,Pleistophora,Pleistophoridae,NA,NA,fungi
pleistophora finisterrensis,73784,TRUE,Pleistophora finisterrensis,Pleistophora,Pleistophoridae,NA,NA,fungi
pleistophora hippoglossoideos,73785,TRUE,Pleistophora hippoglossoideos,Pleistophora,Pleistophoridae,NA,NA,fungi
pleistophora hyphessobryconis,689837,TRUE,Pleistophora hyphessobryconis,Pleistophora,Pleistophoridae,NA,NA,fungi
pleistophora mirandellae,157916,TRUE,Ovipleistophora mirandellae,Ovipleistophora,Pleistophoridae,NA,NA,fungi
pleistophora ovariae,103445,TRUE,Ovipleistophora ovariae,Ovipleistophora,Pleistophoridae,NA,NA,fungi
pleistophora typicalis,73786,TRUE,Pleistophora typicalis,Pleistophora,Pleistophoridae,NA,NA,fungi
pneumocystis carinii,4754,TRUE,Pneumocystis carinii,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,fungi
pneumocystis jirovecii,42068,TRUE,Pneumocystis jirovecii,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,fungi
pneumocystis murina,263815,TRUE,Pneumocystis murina,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,fungi
pneumocystis oryctolagi,42067,TRUE,Pneumocystis oryctolagi,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,fungi
pneumocystis wakefieldiae,38082,TRUE,Pneumocystis wakefieldiae,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,fungi
podospora anserina,2587412,TRUE,Podospora anserina,Podospora,Chaetomiaceae,Sordariales,Sordariomycetes,fungi
potaspora morhaphis,528271,TRUE,Potaspora morhaphis,Potaspora,NA,NA,NA,fungi
preussia africana,269684,TRUE,Preussia africana,Preussia,Sporormiaceae,Pleosporales,Dothideomycetes,fungi
preussia australis,55178,TRUE,Preussia australis,Preussia,Sporormiaceae,Pleosporales,Dothideomycetes,fungi
preussia minima,93984,TRUE,Preussia minima,Preussia,Sporormiaceae,Pleosporales,Dothideomycetes,fungi
prototheca wickerhamii,3111,TRUE,Prototheca wickerhamii,Prototheca,Chlorellaceae,Chlorellales,Trebouxiophyceae,fungi
prototheca zopfii,3112,TRUE,Prototheca zopfii,Prototheca,Chlorellaceae,Chlorellales,Trebouxiophyceae,fungi
pseudallescheria angusta,70116,TRUE,Pseudallescheria angusta,Pseudallescheria,Microascaceae,Microascales,Sordariomycetes,fungi
pseudallescheria boydii,5597,TRUE,Scedosporium boydii,Scedosporium,Microascaceae,Microascales,Sordariomycetes,fungi
pseudallescheria ellipsoidea,45271,TRUE,Pseudallescheria ellipsoidea,Pseudallescheria,Microascaceae,Microascales,Sordariomycetes,fungi
pseudallescheria minutispora,315945,TRUE,Scedosporium minutisporum,Scedosporium,Microascaceae,Microascales,Sordariomycetes,fungi
pseudoloma neurophilia,146866,TRUE,Pseudoloma neurophilia,Pseudoloma,NA,NA,NA,fungi
pseudozyma antarctica,84753,TRUE,Moesziomyces antarcticus,Moesziomyces,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,fungi
pseudozyma hubeiensis,327079,TRUE,Pseudozyma hubeiensis,Pseudozyma,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,fungi
pyrenochaeta mackinnonii,1489893,TRUE,Nigrograna mackinnonii,Nigrograna,Nigrogranaceae,Pleosporales,Dothideomycetes,fungi
pyrenochaeta romeroi,1234271,TRUE,Medicopsis romeroi,Medicopsis,Neohendersoniaceae,Pleosporales,Dothideomycetes,fungi
pyrenochaeta unguis-hominis,555973,TRUE,Neocucurbitaria unguis-hominis,Neocucurbitaria,Cucurbitariaceae,Pleosporales,Dothideomycetes,fungi
pyrenochaetopsis leptospora,798152,TRUE,Pyrenochaetopsis leptospora,Pyrenochaetopsis,Pyrenochaetopsidaceae,Pleosporales,Dothideomycetes,fungi
pyronema domesticum,47205,TRUE,Pyronema domesticum,Pyronema,Pyronemataceae,Pezizales,Pezizomycetes,fungi
pythium aphanidermatum,65070,TRUE,Pythium aphanidermatum,Pythium,Pythiaceae,Pythiales,NA,fungi
pythium insidiosum,114742,TRUE,Pythium insidiosum,Pythium,Pythiaceae,Pythiales,NA,fungi
rhinocladiella aquaspersa,37936,TRUE,Rhinocladiella aquaspersa,Rhinocladiella,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,fungi
rhinocladiella basitona,215248,TRUE,Rhinocladiella basitona,Rhinocladiella,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,fungi
rhinocladiella mackenziei,86056,TRUE,Rhinocladiella mackenziei,Rhinocladiella,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,fungi
rhizomucor miehei,4839,TRUE,Rhizomucor miehei,Rhizomucor,Lichtheimiaceae,Mucorales,Mucoromycetes,fungi
rhizomucor pusillus,4840,TRUE,Rhizomucor pusillus,Rhizomucor,Lichtheimiaceae,Mucorales,Mucoromycetes,fungi
rhizomucor tauricus,488491,TRUE,Rhizomucor tauricus,Rhizomucor,Lichtheimiaceae,Mucorales,Mucoromycetes,fungi
rhizopus microsporus,58291,TRUE,Rhizopus microsporus,Rhizopus,Rhizopodaceae,Mucorales,Mucoromycetes,fungi
rhizopus oryzae,64495,TRUE,Rhizopus oryzae,Rhizopus,Rhizopodaceae,Mucorales,Mucoromycetes,fungi
rhizopus stolonifer,4846,TRUE,Rhizopus stolonifer,Rhizopus,Rhizopodaceae,Mucorales,Mucoromycetes,fungi
rhodotorula minuta,29899,TRUE,Cystobasidium minutum,Cystobasidium,Cystobasidiaceae,Cystobasidiales,Cystobasidiomycetes,fungi
rhodotorula mucilaginosa,5537,TRUE,Rhodotorula mucilaginosa,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,fungi
rhodotorula slooffiae,106018,TRUE,Cystobasidium slooffiae,Cystobasidium,Cystobasidiaceae,Cystobasidiales,Cystobasidiomycetes,fungi
saccharomyces boulardii,252598,TRUE,Saccharomyces boulardii (nom. inval.),Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,fungi
saccharomyces cerevisiae,4932,TRUE,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,fungi
saksenaea erythrospora,931868,TRUE,Saksenaea erythrospora,Saksenaea,Saksenaeaceae,Mucorales,Mucoromycetes,fungi
saksenaea vasiformis,90258,TRUE,Saksenaea vasiformis,Saksenaea,Saksenaeaceae,Mucorales,Mucoromycetes,fungi
sarcinomyces phaeomuriformis,406760,TRUE,Exophiala phaeomuriformis,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,fungi
scedosporium apiospermum,563466,TRUE,Scedosporium apiospermum,Scedosporium,Microascaceae,Microascales,Sordariomycetes,fungi
scedosporium aurantiacum,315946,TRUE,Scedosporium aurantiacum,Scedosporium,Microascaceae,Microascales,Sordariomycetes,fungi
scedosporium dehoogii,563467,TRUE,Scedosporium dehoogii,Scedosporium,Microascaceae,Microascales,Sordariomycetes,fungi
scedosporium prolificans,41688,TRUE,Lomentospora prolificans,Lomentospora,Microascaceae,Microascales,Sordariomycetes,fungi
schizangiella serpentis,181060,TRUE,Schizangiella serpentis,Schizangiella,Basidiobolaceae,Basidiobolales,Basidiobolomycetes,fungi
schizophyllum commune,5334,TRUE,Schizophyllum commune,Schizophyllum,Schizophyllaceae,Agaricales,Agaricomycetes,fungi
scolecobasidium humicola,228895,TRUE,Ochroconis humicola,Ochroconis,Sympoventuriaceae,Venturiales,Dothideomycetes,fungi
scopulariopsis brevicaulis,561152,TRUE,Scopulariopsis brevicaulis,Scopulariopsis,Microascaceae,Microascales,Sordariomycetes,fungi
scytalidium hyalinum,1451147,TRUE,Neoscytalidium hyalinum,Neoscytalidium,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,fungi
selinia pulchra,110592,TRUE,Selinia pulchra,Selinia,Bionectriaceae,Hypocreales,Sordariomycetes,fungi
setosphaeria rostrata,1659837,TRUE,Exserohilum rostratum,Exserohilum,Pleosporaceae,Pleosporales,Dothideomycetes,fungi
sordaria alcina,266097,TRUE,Sordaria alcina,Sordaria,Sordariaceae,Sordariales,Sordariomycetes,fungi
sordaria superba,303330,TRUE,Sordaria superba,Sordaria,Sordariaceae,Sordariales,Sordariomycetes,fungi
sporobolomyces lactosus,86680,TRUE,Sporobolomyces lactosus,Sporobolomyces,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,fungi
sporopachydermia lactativora,45794,TRUE,Sporopachydermia lactativora,Sporopachydermia,Dipodascaceae,Saccharomycetales,Saccharomycetes,fungi
sporormiella isomera,325667,TRUE,Sporormiella isomera,Sporormiella,Sporormiaceae,Pleosporales,Dothideomycetes,fungi
sporothrix albicans,402873,TRUE,Sporothrix albicans,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,fungi
sporothrix brasiliensis,545650,TRUE,Sporothrix brasiliensis,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,fungi
sporothrix mexicana,545652,TRUE,Sporothrix mexicana,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,fungi
sporothrix schenckii,29908,TRUE,Sporothrix schenckii,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,fungi
spraguea lophii,51541,TRUE,Spraguea lophii,Spraguea,Spraguidae,NA,NA,fungi
stenella araguata,93486,TRUE,Stenella araguata,Stenella,Mycosphaerellaceae,Mycosphaerellales,Dothideomycetes,fungi
sterigmatomyces halophilus,5617,TRUE,Sterigmatomyces halophilus,Sterigmatomyces,Agaricostilbaceae,Agaricostilbales,Agaricostilbomycetes,fungi
streptomyces somaliensis,78355,TRUE,Streptomyces somaliensis,Streptomyces,Streptomycetaceae,Streptomycetales,Actinomycetia,fungi
talaromyces eburneus,68826,TRUE,Rasamsonia eburnea,Rasamsonia,Trichocomaceae,Eurotiales,Eurotiomycetes,fungi
talaromyces indigoticus,270746,TRUE,Talaromyces indigoticus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,fungi
tetramicra brevifilum,158179,TRUE,Tetramicra brevifilum,Tetramicra,Tetramicriidae,NA,NA,fungi
thermoascus crustaceus,5088,TRUE,Thermoascus crustaceus,Thermoascus,Thermoascaceae,Eurotiales,Eurotiomycetes,fungi
