VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
bacteroides dorei,357276,TRUE,Phocaeicola dorei,Phocaeicola,NA,Bacteroidales,Bacteroidia
bacteroides eggerthii,28111,TRUE,Bacteroides eggerthii,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia
bacteroides finegoldii,338188,TRUE,Bacteroides finegoldii,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia
bacteroides fluxus,626930,TRUE,Bacteroides fluxus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia
bayou virus,1980459,TRUE,Bayou orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
bifidobacterium kashiwanohense,1686,TRUE,Bifidobacterium catenulatum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
bordetella trematum,123899,TRUE,Bordetella trematum,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria
borrelia hispanica,40835,TRUE,Borrelia hispanica,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia
botryomyces caespitosus,1342384,TRUE,Alternaria caespitosa,Alternaria,Pleosporaceae,Pleosporales,Dothideomycetes
botryosphaeria dothidea,55169,TRUE,Botryosphaeria dothidea,Botryosphaeria,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes
botryosphaeria rhodina,45133,TRUE,Lasiodiplodia theobromae,Lasiodiplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes
brevibacterium ravenspurgense,479117,TRUE,Brevibacterium ravenspurgense,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinomycetia
brevibacterium sanguinis,232444,TRUE,Brevibacterium sanguinis,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinomycetia
brevundimonas diminuta,293,TRUE,Brevundimonas diminuta,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
bulleidia extructa,118748,TRUE,Bulleidia extructa,Bulleidia,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
burkholderia endofungorum,417203,TRUE,Mycetohabitans endofungorum,Mycetohabitans,Burkholderiaceae,Burkholderiales,Betaproteobacteria
burkholderia rhizoxinica,412963,TRUE,Mycetohabitans rhizoxinica,Mycetohabitans,Burkholderiaceae,Burkholderiales,Betaproteobacteria
burkholderia stabilis,95485,TRUE,Burkholderia stabilis,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria
burkholderia tropica,92647,TRUE,Paraburkholderia tropica,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria
bwamba virus,35310,TRUE,Bwamba orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
calyptrozyma arxii,89418,TRUE,Calyptrozyma arxii,Calyptrozyma,NA,NA,NA
campylobacter curvus,200,TRUE,Campylobacter curvus,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria
campylobacter insulaenigrae,260714,TRUE,Campylobacter insulaenigrae,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria
campylobacter showae,204,TRUE,Campylobacter showae,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria
candida aaseri,45518,TRUE,[Candida] aaseri,Yamadazyma,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
candida bracarensis,273131,TRUE,[Candida] bracarensis,Nakaseomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes
candida catenulata,45537,TRUE,Diutina catenulata,Diutina,NA,Saccharomycetales,Saccharomycetes
candida ethanolica,52256,TRUE,[Candida] ethanolica,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes
candida haemulonis,NA,FALSE,candida haemulonis,NA,NA,NA,NA
candida inconspicua,52247,TRUE,[Candida] inconspicua,Pichia,Pichiaceae,Saccharomycetales,Saccharomycetes
candida kruisii,45561,TRUE,Teunomyces kruisii,Teunomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
candida membranifaciens,45567,TRUE,[Candida] membranifaciens,Yamadazyma,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
candida metapsilosis,273372,TRUE,Candida metapsilosis,Candida,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
candida orthopsilosis,273371,TRUE,Candida orthopsilosis,Candida,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
candida palmioleophila,45574,TRUE,[Candida] palmioleophila,NA,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
capnocytophaga granulosa,45242,TRUE,Capnocytophaga granulosa,Capnocytophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
capronia semiimmersa,5601,TRUE,Phialophora americana,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes
cardiobacterium valvarum,194702,TRUE,Cardiobacterium valvarum,Cardiobacterium,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria
catenulostroma abietis,1434218,TRUE,Neocatenulostroma abietis,Neocatenulostroma,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes
catenulostroma chromoblastomycosum,470132,TRUE,Catenulostroma chromoblastomycosum,Catenulostroma,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes
catonella morbi,43997,TRUE,Catonella morbi,Catonella,Lachnospiraceae,Eubacteriales,Clostridia
cellvibrio mixtus,39650,TRUE,Cellvibrio mixtus,Cellvibrio,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria
cephalotheca foveolata,273648,TRUE,Cephalotheca foveolata,Cephalotheca,Cephalothecaceae,Sordariales,Sordariomycetes
cercopithecine herpesvirus 5,50292,TRUE,Cercopithecine betaherpesvirus 5,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
ceriporia lacerata,194684,TRUE,Emmia lacerata,Emmia,Irpicaceae,Polyporales,Agaricomycetes
chaetomium atrobrunneum,1934350,TRUE,Amesia atrobrunnea,Amesia,Chaetomiaceae,Sordariales,Sordariomycetes
chaetomium brasiliense,1934393,TRUE,Ovatospora brasiliensis,Ovatospora,Chaetomiaceae,Sordariales,Sordariomycetes
chalastospora gossypii,652027,TRUE,Alternaria malorum,Alternaria,Pleosporaceae,Pleosporales,Dothideomycetes
chapare virus,499556,TRUE,Chapare mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
chryseobacterium indologenes,253,TRUE,Chryseobacterium indologenes,Chryseobacterium,Weeksellaceae,Flavobacteriales,Flavobacteriia
cladorrhinum bulbillosum,2587404,TRUE,Podospora bulbillosa,Podospora,Chaetomiaceae,Sordariales,Sordariomycetes
cladosporium bruhnei,450181,TRUE,Cladosporium bruhnei,Cladosporium,Cladosporiaceae,Cladosporiales,Dothideomycetes
cladosporium oxysporum,29919,TRUE,Cladosporium oxysporum,Cladosporium,Cladosporiaceae,Cladosporiales,Dothideomycetes
cladosporium velox,891392,TRUE,Cladosporium velox,Cladosporium,Cladosporiaceae,Cladosporiales,Dothideomycetes
cloacibacillus evryensis,508460,TRUE,Cloacibacillus evryensis,Cloacibacillus,Synergistaceae,Synergistales,Synergistia
clostridium celerecrescens,29354,TRUE,Lacrimispora celerecrescens,Lacrimispora,Lachnospiraceae,Eubacteriales,Clostridia
clostridium hylemonae,89153,TRUE,[Clostridium] hylemonae,Lachnoclostridium,Lachnospiraceae,Eubacteriales,Clostridia
cochliobolus australiensis,1325487,TRUE,Curvularia tsudae,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes
cochliobolus cynodontis,74411,TRUE,Bipolaris cynodontis,Bipolaris,Pleosporaceae,Pleosporales,Dothideomycetes
cochliobolus geniculatus,418126,TRUE,Curvularia geniculata,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes
cochliobolus hawaiiensis,1230527,TRUE,Curvularia hawaiiensis,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes
cochliobolus spicifer,145392,TRUE,Curvularia spicifera,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes
cochliobolus verruculosus,95740,TRUE,Curvularia verruculosa,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes
colletotrichum dematium,34405,TRUE,Colletotrichum dematium,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes
collinsella intestinalis,147207,TRUE,Collinsella intestinalis,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia
conidiobolus incongruus,90249,TRUE,Conidiobolus incongruus,Conidiobolus,Ancylistaceae,Entomophthorales,Entomophthoromycetes
coprinellus domesticus,71704,TRUE,Coprinellus domesticus,Coprinellus,Psathyrellaceae,Agaricales,Agaricomycetes
cordyceps bassiana,176275,TRUE,Beauveria bassiana,Beauveria,Cordycipitaceae,Hypocreales,Sordariomycetes
corynascus kuwaitiensis,NA,FALSE,corynascus kuwaitiensis,NA,NA,NA,NA
corynebacterium atypicum,191610,TRUE,Corynebacterium atypicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium freiburgense,556548,TRUE,Corynebacterium freiburgense,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium kroppenstedtii,161879,TRUE,Corynebacterium kroppenstedtii,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium macginleyi,38290,TRUE,Corynebacterium macginleyi,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium massiliense,441501,TRUE,Corynebacterium massiliense,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium mastitidis,161890,TRUE,Corynebacterium mastitidis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium propinquum,43769,TRUE,Corynebacterium propinquum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium pyruviciproducens,598660,TRUE,Corynebacterium pyruviciproducens,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium riegelii,156976,TRUE,Corynebacterium riegelii,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium simulans,146827,TRUE,Corynebacterium simulans,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium stationis,1705,TRUE,Corynebacterium stationis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium striatum,43770,TRUE,Corynebacterium striatum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium tuberculostearicum,38304,TRUE,Corynebacterium tuberculostearicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
corynebacterium ureicelerivorans,401472,TRUE,Corynebacterium ureicelerivorans,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
cronobacter malonaticus,413503,TRUE,Cronobacter malonaticus,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
cronobacter turicensis,413502,TRUE,Cronobacter turicensis,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
cryptendoxyla hypophloia,64883,TRUE,Cryptendoxyla hypophloia,Cryptendoxyla,Cephalothecaceae,Sordariales,Sordariomycetes
cryptococcus curvatus,57679,TRUE,Cutaneotrichosporon curvatum,Cutaneotrichosporon,Trichosporonaceae,Trichosporonales,Tremellomycetes
cryptosporidium fayeri,582425,TRUE,Cryptosporidium fayeri,Cryptosporidium,Cryptosporidiidae,Eucoccidiorida,Conoidasida
cupriavidus basilensis,68895,TRUE,Cupriavidus basilensis,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria
cupriavidus taiwanensis,164546,TRUE,Cupriavidus taiwanensis,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria
cyberlindnera jadinii,4903,TRUE,Cyberlindnera jadinii,Cyberlindnera,Phaffomycetaceae,Saccharomycetales,Saccharomycetes
cyphellophora laciniata,241713,TRUE,Cyphellophora laciniata,Cyphellophora,Cyphellophoraceae,Chaetothyriales,Eurotiomycetes
debaryomyces fabryi,58627,TRUE,Debaryomyces fabryi,Debaryomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
debaryomyces subglobosus,522693,TRUE,Debaryomyces subglobosus,Debaryomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
desmospora activa,500615,TRUE,Desmospora activa,Desmospora,Thermoactinomycetaceae,Bacillales,Bacilli
desulfomicrobium orale,132132,TRUE,Desulfomicrobium orale,Desulfomicrobium,Desulfomicrobiaceae,Desulfovibrionales,Deltaproteobacteria
desulfovibrio piger,901,TRUE,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria
dialister invisus,218538,TRUE,Dialister invisus,Dialister,Veillonellaceae,Veillonellales,Negativicutes
dialister micraerophilus,309120,TRUE,Dialister micraerophilus,Dialister,Veillonellaceae,Veillonellales,Negativicutes
dialister succinatiphilus,487173,TRUE,Dialister succinatiphilus,Dialister,Veillonellaceae,Veillonellales,Negativicutes
diaphorobacter nitroreducens,164759,TRUE,Diaphorobacter nitroreducens,Diaphorobacter,Comamonadaceae,Burkholderiales,Betaproteobacteria
dictyostelium polycephalum,142831,TRUE,Coremiostelium polycephalum,Coremiostelium,NA,Dictyosteliales,Eumycetozoa
dietzia maris,37915,TRUE,Dietzia maris,Dietzia,Dietziaceae,Corynebacteriales,Actinomycetia
dietzia natronolimnaea,161920,TRUE,Dietzia natronolimnaea,Dietzia,Dietziaceae,Corynebacteriales,Actinomycetia
dietzia timorensis,499555,TRUE,Dietzia timorensis,Dietzia,Dietziaceae,Corynebacteriales,Actinomycetia
diplogonoporus balaenopterae,463145,TRUE,Diplogonoporus balaenopterae,Diplogonoporus,Diphyllobothriidae,Diphyllobothriidea,Cestoda
dokdonella koreensis,323415,TRUE,Dokdonella koreensis,Dokdonella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria
dorea formicigenerans,39486,TRUE,Dorea formicigenerans,Dorea,Lachnospiraceae,Eubacteriales,Clostridia
dorea longicatena,88431,TRUE,Dorea longicatena,Dorea,Lachnospiraceae,Eubacteriales,Clostridia
duvenhage virus,38767,TRUE,Duvenhage lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
emericella quadrilineata,41735,TRUE,Aspergillus quadrilineatus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes
emericella rugulosa,41736,TRUE,Aspergillus rugulosus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes
engyodontium album,37998,TRUE,Parengyodontium album,Parengyodontium,Cordycipitaceae,Hypocreales,Sordariomycetes
enterobacter ludwigii,299767,TRUE,Enterobacter ludwigii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
enterococcus gilvus,160453,TRUE,Enterococcus gilvus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
enterococcus hawaiiensis,237615,TRUE,Enterococcus hawaiiensis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
enterococcus italicus,246144,TRUE,Enterococcus italicus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
enterococcus pallens,160454,TRUE,Enterococcus pallens,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
enterococcus sanguinicola,417368,TRUE,Enterococcus thailandicus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
enterococcus thailandicus,417368,TRUE,Enterococcus thailandicus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli
erythromicrobium ramosum,35811,TRUE,Erythrobacter ramosus,Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria
eubacterium biforme,1735,TRUE,Holdemanella biformis,Holdemanella,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
eubacterium cylindroides,39483,TRUE,Faecalitalea cylindroides,Faecalitalea,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
eubacterium minutum,76124,TRUE,[Eubacterium] minutum,NA,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia
eubacterium sulci,143393,TRUE,[Eubacterium] sulci,NA,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia
eubacterium yurii,39498,TRUE,[Eubacterium] yurii,Peptoanaerobacter,Peptostreptococcaceae,Eubacteriales,Clostridia
eurotium amstelodami,5054,TRUE,Aspergillus amstelodami,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes
exophiala phaeomuriformis,406760,TRUE,Exophiala phaeomuriformis,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes
filifactor alocis,143361,TRUE,Filifactor alocis,Filifactor,Peptostreptococcaceae,Eubacteriales,Clostridia
flavobacterium lindanitolerans,428988,TRUE,Flavobacterium lindanitolerans,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
flavonifractor plautii,292800,TRUE,Flavonifractor plautii,Flavonifractor,Oscillospiraceae,Eubacteriales,Clostridia
fonsecaea monophora,254056,TRUE,Fonsecaea monophora,Fonsecaea,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes
fusarium falciforme,195108,TRUE,Fusarium falciforme,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes
fusarium incarnatum,298378,TRUE,Fusarium incarnatum,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes
fusarium napiforme,42672,TRUE,Fusarium napiforme,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes
fusarium sacchari,42676,TRUE,Fusarium sacchari,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes
fusarium subglutinans,42677,TRUE,Fusarium subglutinans,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes
fusobacterium gonidiaformans,849,TRUE,Fusobacterium gonidiaformans,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia
fusobacterium naviforme,77917,TRUE,Fusobacterium naviforme,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia
fusobacterium periodonticum,860,TRUE,Fusobacterium periodonticum,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia
fusobacterium ulcerans,861,TRUE,Fusobacterium ulcerans,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia
gemella sanguinis,84135,TRUE,Gemella sanguinis,Gemella,NA,Bacillales,Bacilli
geosmithia argillacea,69808,TRUE,Rasamsonia argillacea,Rasamsonia,Trichocomaceae,Eurotiales,Eurotiomycetes
gordonia aichiensis,36820,TRUE,Gordonia aichiensis,Gordonia,Gordoniaceae,Corynebacteriales,Actinomycetia
gordonia terrae,2055,TRUE,Gordonia terrae,Gordonia,Gordoniaceae,Corynebacteriales,Actinomycetia
granulicatella elegans,137732,TRUE,Granulicatella elegans,Granulicatella,Carnobacteriaceae,Lactobacillales,Bacilli
graphium basitruncatum,118975,TRUE,Graphium basitruncatum,Graphium,Graphiaceae,Microascales,Sordariomycetes
grimontia hollisae,673,TRUE,Grimontia hollisae,Grimontia,Vibrionaceae,Vibrionales,Gammaproteobacteria
guaroa virus,1933274,TRUE,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
guggenheimella bovis,228924,TRUE,Guggenheimella bovis,Guggenheimella,Clostridiales Family XII. Incertae Sedis,Eubacteriales,Clostridia
haemophilus parahaemolyticus,735,TRUE,Haemophilus parahaemolyticus,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
herminiimonas saxobsidens,427333,TRUE,Herminiimonas saxobsidens,Herminiimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria
human mastadenovirus g,536079,TRUE,Human mastadenovirus G,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
human papillomavirus 10,337039,TRUE,Alphapapillomavirus 2,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human papillomavirus 32,337048,TRUE,Alphapapillomavirus 1,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human papillomavirus 34,337049,TRUE,Alphapapillomavirus 11,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human papillomavirus 4,333926,TRUE,Gammapapillomavirus 1,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human papillomavirus 49,334207,TRUE,Betapapillomavirus 3,Betapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human papillomavirus 54,333766,TRUE,Alphapapillomavirus 13,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human papillomavirus 61,333767,TRUE,Alphapapillomavirus 3,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human papillomavirus 7,333757,TRUE,Alphapapillomavirus 8,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
human picobirnavirus,145856,TRUE,Human picobirnavirus,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
ignatzschineria indica,472583,TRUE,Ignatzschineria indica,Ignatzschineria,NA,NA,Gammaproteobacteria
inonotus tropicalis,1660027,TRUE,Tropicoporus tropicalis,Tropicoporus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes
janibacter anophelis,319054,TRUE,Janibacter anophelis,Janibacter,Intrasporangiaceae,Micrococcales,Actinomycetia
johnsonella ignava,43995,TRUE,Johnsonella ignava,Johnsonella,Lachnospiraceae,Eubacteriales,Clostridia
jonquetella anthropi,428712,TRUE,Jonquetella anthropi,Jonquetella,Synergistaceae,Synergistales,Synergistia
juquitiba virus,430511,TRUE,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
kemerovo virus,204269,TRUE,Great Island virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes
kingella oralis,505,TRUE,Kingella oralis,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria
kluyvera ascorbata,51288,TRUE,Kluyvera ascorbata,Kluyvera,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
kocuria polaris,136273,TRUE,Kocuria polaris,Kocuria,Micrococcaceae,Micrococcales,Actinomycetia
lacazia loboi,121752,TRUE,Lacazia loboi,Lacazia,NA,Onygenales,Eurotiomycetes
lactobacillus acidipiscis,89059,TRUE,Ligilactobacillus acidipiscis,Ligilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
lactobacillus catenaformis,31973,TRUE,Eggerthia catenaformis,Eggerthia,Coprobacillaceae,Erysipelotrichales,Erysipelotrichia
