Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
gemella sp.,gemella sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
giardia sp.,giardia sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gigantorhynchus sp.,gigantorhynchus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
globocephalus samoensis,globocephalus samoensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
globocephalus sp.,globocephalus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
globocephalus urosubulatus,globocephalus urosubulatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gnathostoma procyonis,gnathostoma procyonis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gongylonema macrogubernaculum,gongylonema macrogubernaculum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gongylonema sp.,gongylonema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gongylonema verrucosum,gongylonema verrucosum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gongylonemoides saimirisi,gongylonemoides saimirisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gorillophilus thoracatus,gorillophilus thoracatus,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
graphidiodes berlai,graphidiodes berlai,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gynaecotyla adunca,gynaecotyla adunca,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
gyrosoma singularis,gyrosoma singularis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
habronema majus,habronema majus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
habronema malani,habronema malani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
habronema muscae,habronema muscae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
habronema sp.,habronema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
habronema tomasi,habronema tomasi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
habronema zebrae,habronema zebrae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
haemonchus bedfordi,haemonchus bedfordi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
haemonchus horaki,haemonchus horaki,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
haemonchus krugeri,haemonchus krugeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
haemonchus mitchelli,haemonchus mitchelli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
haemonchus placei,haemonchus placei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
haemonchus sp.,haemonchus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
haemonchus vegliai,haemonchus vegliai,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hafnia sp.,hafnia sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hammondia heydorni,hammondia heydorni,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hapaloxyuris tamarini,hapaloxyuris tamarini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hedruris sp.,hedruris sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
helcoccus sp.,helcoccus sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
helicobacter sp.,helicobacter sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hemiechinosoma sp.,hemiechinosoma sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis bovillezi,hepatocystis bovillezi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis cercopitheci,hepatocystis cercopitheci,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis foleyi,hepatocystis foleyi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis kochi,hepatocystis kochi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis semnopitheci,hepatocystis semnopitheci,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis simiae,hepatocystis simiae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis sp.,hepatocystis sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatocystis taiwanensis,hepatocystis taiwanensis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatovirus a,hepatovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatoxylon trichiuri,hepatoxylon trichiuri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon americanum,hepatozoon americanum,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon canis,hepatozoon canis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-1,hepatozoon jm-1,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-2,hepatozoon jm-2,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-3,hepatozoon jm-3,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-4,hepatozoon jm-4,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-5,hepatozoon jm-5,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-6,hepatozoon jm-6,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-7,hepatozoon jm-7,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon jm-8,hepatozoon jm-8,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon procyonis,hepatozoon procyonis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hepatozoon sp.,hepatozoon sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
heterakis sp.,heterakis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hydatigera taeniaeformis,hydatigera taeniaeformis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hymenolepis cebidarum,hymenolepis cebidarum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hymenolepis sp.,hymenolepis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hymenolepis sp. 1,hymenolepis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hymenolepis sp. 2,hymenolepis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hyostrongylus kigeziensis,hyostrongylus kigeziensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hyostrongylus rubidus,hyostrongylus rubidus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hyostrongylus sp.,hyostrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
hysterothylacium sp.,hysterothylacium sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
impalaia nudicollis,impalaia nudicollis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
impalaia sp.,impalaia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
impalaia tuberculata,impalaia tuberculata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
indiana vesiculovirus,indiana vesiculovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
iodamoeba butschlii,iodamoeba butschlii,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
iodamoeba sp.,iodamoeba sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora africana,isospora africana,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora altaica,isospora altaica,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora arctopitheci,isospora arctopitheci,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora cebi,isospora cebi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora endocallimici,isospora endocallimici,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora hoogstraali,isospora hoogstraali,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora lutrae,isospora lutrae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora martessii,isospora martessii,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora melis,isospora melis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora papionis,isospora papionis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora saimirae,isospora saimirae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora sengeri,isospora sengeri,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora sp.,isospora sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora spilogales,isospora spilogales,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora vulpis,isospora vulpis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isospora zorillae,isospora zorillae,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isthmiophora hortensis,isthmiophora hortensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
isthmiophora melis,isthmiophora melis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
joyeuxiella echinorhynchoides,joyeuxiella echinorhynchoides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
joyeuxiella pasqualei,joyeuxiella pasqualei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
joyeuxiella sp.,joyeuxiella sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
kiluluma goodeyi,kiluluma goodeyi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
kiluluma magna,kiluluma magna,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
kiluluma rhinocerotis,kiluluma rhinocerotis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
klamath,klamath,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
kocuria varians,kocuria varians,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
kurthia sp.,kurthia sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lambdapapillomavirus 2,lambdapapillomavirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lawsonia intracellularis,lawsonia intracellularis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
leipertrema foxi,leipertrema foxi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
leipertrema rewelli,leipertrema rewelli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola baltazardi,lemuricola baltazardi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola bauchoti,lemuricola bauchoti,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola contagiosus,lemuricola contagiosus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola daubentoniae,lemuricola daubentoniae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola inglisi,lemuricola inglisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola lemuris,lemuricola lemuris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola microcebi,lemuricola microcebi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola nana,lemuricola nana,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola nycticebi,lemuricola nycticebi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola pongoi,lemuricola pongoi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola sp.,lemuricola sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola trichuroides,lemuricola trichuroides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemuricola vauceli,lemuricola vauceli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemurostrongylus residuus,lemurostrongylus residuus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lemurostrongylus sp.,lemurostrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
leptospira bratislava,leptospira bratislava,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
liorchis scotiae,liorchis scotiae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
listeria sp.,listeria sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
loa papionis,loa papionis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
loa ugandis,loa ugandis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lobatorobius sceleratus,lobatorobius sceleratus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistriata dubia,longistriata dubia,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistrongylus albifrontis,longistrongylus albifrontis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistrongylus curvispiculum,longistrongylus curvispiculum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistrongylus meyeri,longistrongylus meyeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistrongylus namaquensis,longistrongylus namaquensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistrongylus sabie,longistrongylus sabie,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistrongylus schrenki,longistrongylus schrenki,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
longistrongylus sp.,longistrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
loxodontofilaria caprini,loxodontofilaria caprini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
lyperosomum sinuosum,lyperosomum sinuosum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
macaca mulatta polyomavirus 1,macaca mulatta polyomavirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
macacanema formosana,macacanema formosana,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
macacine betaherpesvirus 3,macacine herpesvirus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
macracanthorhynchus catulinus,macracanthorhynchus catulinus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
macracanthorhynchus sp.,macracanthorhynchus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
macroorchis spinulosus,macroorchis spinulosus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
main drain orthobunyavirus,main drain virus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mamastrovirus 1,mamastrovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mammalian orthoreovirus,mammalian orthoreovirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mannheimia sp.,mannheimia sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella atelensis,mansonella atelensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella colombiensis,mansonella colombiensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella gorillae,mansonella gorillae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella leopoldi,mansonella leopoldi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella llewellyni,mansonella llewellyni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella lopeensis,mansonella lopeensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella mariae,mansonella mariae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella marmosetae,mansonella marmosetae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella mystaxi,mansonella mystaxi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella papionis,mansonella papionis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella perforata,mansonella perforata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella perstans,mansonella perstans,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella peruviana,mansonella peruviana,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella saimiri,mansonella saimiri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella sp.,mansonella sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella tamarinae,mansonella tamarinae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella vanhoofi,mansonella vanhoofi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mansonella wenki,mansonella wenki,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
maritrema eroliae,maritrema eroliae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
maritreminoides nettae,maritreminoides nettae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
maritreminoides sp.,maritreminoides sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
marshallagia mongolica,marshallagia mongolica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
marshallagia occidentalis,marshallagia occidentalis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
marshallagia sp.,marshallagia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mastophorus muris,mastophorus muris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mathevotaenia megastoma,mathevotaenia megastoma,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mathevotaenia mephitis,mathevotaenia mephitis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mazamastrongylus odocoilei,mazamastrongylus odocoilei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mazamastrongylus pursglovei,mazamastrongylus pursglovei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mazamastrongylus sp.,mazamastrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mecistocirrus sp.,mecistocirrus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mediorhynchus robustus,mediorhynchus robustus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
megacooperia woodfordi,megacooperia woodfordi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mesocestoides canislagopodis,mesocestoides canislagopodis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mesocestoides corti,mesocestoides corti,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mesocestoides kirbyi,mesocestoides kirbyi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mesocestoides litteratus,mesocestoides litteratus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mesocestoides paucitesticulus,mesocestoides paucitesticulus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mesocestoides sp.,mesocestoides sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mesostephanus appendiculatoides,mesostephanus appendiculatoides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metabronema sp.,metabronema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metadinium medium,metadinium medium,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metagonimoides oregonensis,metagonimoides oregonensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metagonimus sp.,metagonimus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metastrongylus apri,metastrongylus apri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metastrongylus asymmetricus,metastrongylus asymmetricus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metastrongylus confusus,metastrongylus confusus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metastrongylus pudentotectus,metastrongylus pudendotectus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metastrongylus salmi,metastrongylus salmi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metastrongylus sp.,metastrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metathelazia californica,metathelazia californica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metathelazia sp.,metathelazia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metorchis bilis,metorchis bilis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
metorchis vulpis,metorchis vulpis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
micrococcus sp.,micrococcus sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microfilaria binucleata,microfilaria binucleata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microfilaria panamensis,microfilaria panamensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microfilaria sp.,microfilaria sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microphallus nicolli,microphallus nicolli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microphallus pirum,microphallus pirum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microphallus similis,microphallus similis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microphallus sp.,microphallus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
microphallus turgidus,microphallus turgidus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus barbatus,molineus barbatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus elegans,molineus elegans,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus legerae,molineus legerae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus midas,molineus midas,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus mustelae,molineus mustelae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus patens,molineus patens,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus sp.,molineus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus torulosus,molineus torulosus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
molineus vexillarius,molineus vexillarius,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moniezia benedeni,moniezia benedeni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moniezia rugosa,moniezia rugosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moniezia sp.,moniezia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moniliformis sp.,moniliformis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moniliformis tarsii,moniliformis tarsii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
monocystis sp.,monocystis sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
monodontella giraffae,monodontella giraffae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
monodontus louisianensis,monodontus louisianensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
monodontus sp.,monodontus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
monoposthia sp.,monoposthia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
monorygma grimaldii,monorygma grimaldii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moraxella phenylpyruvicus,moraxella phenylpyruvicus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
moraxella sp.,moraxella sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
mosgovoyia pectinata,mosgovoyia pectinata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
muellerius capillaris,muellerius capillaris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
muellerius sp.,muellerius sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
muellerius tenuispiculatus,muellerius tenuispiculatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
multiceps packii,multiceps packii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
murshidia devians,murshidia devians,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
murshidia hamata,murshidia hamata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
