Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
porrorchis nickoli,porrorchis nickoli,porrorchis nickoli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
porrorchis oti,porrorchis oti,porrorchis oti,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
poteriostomum imparidentatum,poteriostomum imparidentatum,poteriostomum imparidentatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
poteriostomum ratzii,poteriostomum ratzii,poteriostomum ratzii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pricetrema sp.,pricetrema sp.,pricetrema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pricetrema zolophi,pricetrema zolophi,pricetrema zolophi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
primasubulura jacchi,primasubulura jacchi,primasubulura jacchi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
primasubulura otolicini,primasubulura otolicini,primasubulura otolicini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
primasubulura sp.,primasubulura sp.,primasubulura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
probstmayria gabonensis,probstmayria gabonensis,probstmayria gabonensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
probstmayria gombensis,probstmayria gombensis,probstmayria gombensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
probstmayria goodallae,probstmayria goodallae,probstmayria goodallae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
probstmayria gorillae,probstmayria gorillae,probstmayria gorillae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
probstmayria sp.,probstmayria sp.,probstmayria sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
probstmayria vivipara,probstmayria vivipara,probstmayria vivipara,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
procyonostrongylus muelleri,procyonostrongylus muelleri,procyonostrongylus muelleri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
procyotrema marsupiformis,procyotrema marsupiformis,procyotrema marsupiformis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
profilicollis altmani,profilicollis altmani,profilicollis altmani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
profilicollis botulus,profilicollis botulus,profilicollis botulus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
profilicollis sp.,profilicollis sp.,profilicollis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
prosthenorchis elegans,prosthenorchis elegans,prosthenorchis elegans,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
prosthenorchis sp.,prosthenorchis sp.,prosthenorchis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
prosthenorchis spirula,prosthenorchis spirula,prosthenorchis spirula,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
prosthodendrium naviculum,prosthodendrium naviculum,prosthodendrium naviculum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protofilaria furcata,protofilaria furcata,protofilaria furcata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protospirura muricola,protospirura muricola,protospirura muricola,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protospirura numidica,protospirura numidica,protospirura numidica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protospirura sp.,protospirura sp.,protospirura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus africanus,protostrongylus africanus,protostrongylus africanus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus capensis,protostrongylus capensis,protostrongylus capensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus hobmaieri,protostrongylus hobmaieri,protostrongylus hobmaieri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus rufescens,protostrongylus rufescens,protostrongylus rufescens,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus rupricaprae,protostrongylus rupricaprae,protostrongylus rupricaprae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus rushi,protostrongylus rushi,protostrongylus rushi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus sp.,protostrongylus sp.,protostrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
protostrongylus stilesi,protostrongylus stilesi,protostrongylus stilesi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
prouterina wescotti,prouterina wescotti,prouterina wescotti,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pseudamphistomum truncatum,pseudamphistomum truncatum,pseudamphistomum truncatum,helminth,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
pseudocryptotropa sp.,pseudocryptotropa sp.,pseudocryptotropa sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pseudoterranova cattani,pseudoterranova cattani,pseudoterranova cattani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pseudoterranova decipiens,pseudoterranova decipiens,pseudoterranova decipiens,helminth,1,1,0,1,1,1,anisakiasis,food,1,0,NA,0,NA,0,"Northern America, Eastern Asia, Western Europe","JP,DE,AQ,CA,US"
pseudoterranova sp.,pseudoterranova sp.,pseudoterranova sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pseudotroglotrema sp.,pseudotroglotrema sp.,pseudotroglotrema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pterothominx sp.,pterothominx sp.,pterothominx sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pterygodermatites affinis,pterygodermatites affinis,pterygodermatites affinis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pterygodermatites nycticebi,pterygodermatites nycticebi,pterygodermatites nycticebi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
pygidiopsis summa,pygidiopsis summa,pygidiopsis summa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
raillietina demerariensis,raillietina demerariensis,raillietina demerariensis,helminth,1,0,1,1,1,1,taeniasis,food,1,0,NA,0,NA,1,NA,NA
raillietina sp.,raillietina sp.,raillietina sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
retortamonas intestinalis,retortamonas intestinalis,retortamonas intestinalis,helminth,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
ribeiroia ondatrae,ribeiroia ondatrae,ribeiroia ondatrae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
rictularia affinis,rictularia affinis,rictularia affinis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
rictularia lemuri,rictularia lemuri,rictularia lemuri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
rictularia sp.,rictularia sp.,rictularia sp.,helminth,1,0,1,1,1,1,thelaziasis,vector,1,1,"fly (musca, fannia)",0,NA,1,NA,NA
sandnema digitatum,sandnema digitatum,sandnema digitatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistocephalus solidus,schistocephalus solidus,schistocephalus solidus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistocephalus sp.,schistocephalus sp.,schistocephalus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistosoma hippopotami,schistosoma hippopotami,schistosoma hippopotami,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schistosoma japonicum,schistosoma japonicum,schistosoma japonicum,helminth,1,1,1,1,1,1,schistosomiasis,water,1,1,NA,1,schistosomiasis,1,"Eastern Asia, South-eastern Asia","CN,PH,ID,JP,TW"
schistosoma mattheei,schistosoma mattheei,schistosoma mattheei,helminth,1,1,0,1,1,1,schistosomiasis,water,1,0,NA,0,NA,1,Eastern Africa,ZM
schistosoma sp.,schistosoma sp.,schistosoma sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
schulzinema miroljubovi,schulzinema miroljubovi,schulzinema miroljubovi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria africana,setaria africana,setaria africana,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria bicoronata,setaria bicoronata,setaria bicoronata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria caelum,setaria caelum,setaria caelum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria cervi,setaria cervi,setaria cervi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria congolensis,setaria congolensis,setaria congolensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria cornuta,setaria cornuta,setaria cornuta,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria equina,setaria equina,setaria equina,helminth,1,0,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
setaria labiatopapillosa,setaria labiatopapillosa,setaria labiatopapillosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria scalprum,setaria scalprum,setaria scalprum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria sp.,setaria sp.,setaria sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria thwaitei,setaria thwaitei,setaria thwaitei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria tundra,setaria tundra,setaria tundra,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
setaria yehi,setaria yehi,setaria yehi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinagia arctica,skrjabinagia arctica,skrjabinagia arctica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema ovis,skrjabinema ovis,skrjabinema ovis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema parva,skrjabinema parva,skrjabinema parva,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema rupicaprae,skrjabinema rupicaprae,skrjabinema rupicaprae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinema sp.,skrjabinema sp.,skrjabinema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus chitwoodorum,skrjabingylus chitwoodorum,skrjabingylus chitwoodorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus nasicola,skrjabingylus nasicola,skrjabingylus nasicola,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus petrovi,skrjabingylus petrovi,skrjabingylus petrovi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus santaceciliae,skrjabingylus santaceciliae,skrjabingylus santaceciliae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabingylus sp.,skrjabingylus sp.,skrjabingylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
skrjabinodentus longiconus,skrjabinodentus longiconus,skrjabinodentus longiconus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sobolevingylus petrowi,sobolevingylus petrowi,sobolevingylus petrowi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sobolevingylus skrjabini,sobolevingylus skrjabini,sobolevingylus skrjabini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
soboliphyme baturini,soboliphyme baturini,soboliphyme baturini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
southwellina hispida,southwellina hispida,southwellina hispida,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sparganum mansoni,sparganum mansoni,sparganum mansoni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sparganum sp.,sparganum sp.,sparganum sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sphaerirostris lancea,sphaerirostris lancea,sphaerirostris lancea,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
sphaerirostris lanceoides,sphaerirostris lanceoides,sphaerirostris lanceoides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia alicis,spiculopteragia alicis,spiculopteragia alicis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia andreevae,spiculopteragia andreevae,spiculopteragia andreevae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia asymmetrica,spiculopteragia asymmetrica,spiculopteragia asymmetrica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia boehmi,spiculopteragia boehmi,spiculopteragia boehmi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia dagestanica,spiculopteragia dagestanica,spiculopteragia dagestanica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia houdemeri,spiculopteragia houdemeri,spiculopteragia houdemeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia mathevossiani,spiculopteragia mathevossiani,spiculopteragia mathevossiani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia odocoilei,spiculopteragia odocoilei,spiculopteragia odocoilei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia pursglovei,spiculopteragia pursglovei,spiculopteragia pursglovei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spiculopteragia spiculoptera,spiculopteragia spiculoptera,spiculopteragia spiculoptera,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirocerca lupi,spirocerca lupi,spirocerca lupi,helminth,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
spirocerca sp.,spirocerca sp.,spirocerca sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirometra erinaceieuropaei,spirometra erinaceieuropaei,spirometra erinaceieuropaei,helminth,1,1,0,1,1,1,sparganosis,"water, food",1,0,NA,0,NA,0,"Eastern Asia, South-eastern Asia, Australia and New Zealand","CN,JP,AU,SG,TH"
spirometra janickii,spirometra janickii,spirometra janickii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirometra mansonoides,spirometra mansonoides,spirometra mansonoides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirometra sp.,spirometra sp.,spirometra sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura aurangabadensis,spirura aurangabadensis,spirura aurangabadensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura delicata,spirura delicata,spirura delicata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura dentata,spirura dentata,spirura dentata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura diplocyphos,spirura diplocyphos,spirura diplocyphos,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura marmosetae,spirura marmosetae,spirura marmosetae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura quianensis,spirura quianensis,spirura quianensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura rytipleurites,spirura rytipleurites,spirura rytipleurites,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
spirura sp.,spirura sp.,spirura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
squamanema bonnei,squamanema bonnei,squamanema bonnei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stephanofilaria thelazioides,stephanofilaria thelazioides,stephanofilaria thelazioides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stephanoprora spinosa,stephanoprora spinosa,stephanoprora spinosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stephanurus dentatus,stephanurus dentatus,stephanurus dentatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
stilesia hepatica,stilesia hepatica,stilesia hepatica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus armatus,streptopharagus armatus,streptopharagus armatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus baylisi,streptopharagus baylisi,streptopharagus baylisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus bifurcum,streptopharagus bifurcum,streptopharagus bifurcum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus pigmentatus,streptopharagus pigmentatus,streptopharagus pigmentatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
streptopharagus sp.,streptopharagus sp.,streptopharagus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strigea sp.,strigea sp.,strigea sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strigea strigis,strigea strigis,strigea strigis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides cebus,strongyloides cebus,strongyloides cebus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides erschovi,strongyloides erschovi,strongyloides erschovi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides fuelleborni,strongyloides fuelleborni,strongyloides fuelleborni,helminth,1,1,1,1,1,1,strongyloidiasis,"environment, sexual, direct",1,0,NA,0,NA,1,NA,NA
strongyloides lutrae,strongyloides lutrae,strongyloides lutrae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides martis,strongyloides martis,strongyloides martis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides mustelorum,strongyloides mustelorum,strongyloides mustelorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides papillosus,strongyloides papillosus,strongyloides papillosus,helminth,1,1,1,1,1,1,strongyloidiasis,"environment, sexual, direct",1,0,NA,0,NA,1,NA,NA
strongyloides planiceps,strongyloides planiceps,strongyloides planiceps,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides procyonis,strongyloides procyonis,strongyloides procyonis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides sp.,strongyloides sp.,strongyloides sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides stercoralis,strongyloides stercoralis,strongyloides stercoralis,helminth,1,1,1,1,1,1,strongyloidiasis,"environment, sexual, direct",1,0,NA,0,NA,1,NA,NA
strongyloides vulpis,strongyloides vulpis,strongyloides vulpis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongyloides westeri,strongyloides westeri,strongyloides westeri,helminth,1,0,1,1,1,1,strongyloidiasis,"environment, sexual, direct",1,0,NA,0,NA,1,NA,NA
strongylus asini,strongylus asini,strongylus asini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus edentatus,strongylus edentatus,strongylus edentatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus equinus,strongylus equinus,strongylus equinus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus sp.,strongylus sp.,strongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
strongylus vulgaris,strongylus vulgaris,strongylus vulgaris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
subulura baeri,subulura baeri,subulura baeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
subulura distans,subulura distans,subulura distans,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
subulura sp.,subulura sp.,subulura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
synhimanthus sp.,synhimanthus sp.,synhimanthus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
syphacia sp.,syphacia sp.,syphacia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia crassiceps,taenia crassiceps,taenia crassiceps,helminth,1,1,1,1,1,1,cysticercosis,"environment, fecal-oral, soil",1,0,NA,0,NA,1,NA,NA
taenia crocutae,taenia crocutae,taenia crocutae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia hyaenae,taenia hyaenae,taenia hyaenae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia hydatigena,taenia hydatigena,taenia hydatigena,helminth,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
taenia krabbei,taenia krabbei,taenia krabbei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia laticollis,taenia laticollis,taenia laticollis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia macrocystis,taenia macrocystis,taenia macrocystis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia madoquae,taenia madoquae,taenia madoquae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia martis,taenia martis,taenia martis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia multiceps,taenia multiceps,taenia multiceps,helminth,1,1,0,1,1,1,corneurosis,"water, food, environment",1,0,NA,0,NA,0,"Eastern Asia, Western Asia, Northern Europe, Southern Europe","CN,GB,IT,TR"
taenia omissa,taenia omissa,taenia omissa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia ovis,taenia ovis,taenia ovis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia parva,taenia parva,taenia parva,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia pencei,taenia pencei,taenia pencei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia pisiformis,taenia pisiformis,taenia pisiformis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia polyacantha,taenia polyacantha,taenia polyacantha,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia regis,taenia regis,taenia regis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia rileyi,taenia rileyi,taenia rileyi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia serialis,taenia serialis,taenia serialis,helminth,1,1,0,1,1,1,corneurosis,"water, food, environment",1,0,NA,0,NA,0,"Eastern Africa, Northern America, Australia and New Zealand","KE,CA,AU,US"
taenia solium,taenia solium,taenia solium,helminth,1,1,1,1,1,1,cysticercosis,"environment, fecal-oral",1,0,NA,0,NA,0,NA,NA
taenia sp.,taenia sp.,taenia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia taxidiensis,taenia taxidiensis,taenia taxidiensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
taenia twitchelli,taenia twitchelli,taenia twitchelli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tapironema coronatum,tapironema coronatum,tapironema coronatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tarsubulura perarmata,tarsubulura perarmata,tarsubulura perarmata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tawila tawila,tawila tawila,tawila tawila,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorasgia davtiani,teladorasgia davtiani,teladorasgia davtiani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorsagia boreoarcticus,teladorsagia boreoarcticus,teladorsagia boreoarcticus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorsagia circumcincta,teladorsagia circumcincta,teladorsagia circumcincta,helminth,1,1,0,0,1,0,NA,NA,0,0,NA,0,NA,1,"Northern America, Southern Asia, Western Asia, Northern Europe, Western Europe, Australia and New Zealand","IR,FR,NZ,GB,CY,US"
teladorsagia davtiani,teladorsagia davtiani,teladorsagia davtiani,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
teladorsagia hamata,teladorsagia hamata,teladorsagia hamata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ternidens deminutus,ternidens deminutus,ternidens deminutus,helminth,1,1,0,1,1,1,oesophagostomiasis,"food, environment, fecal-oral",1,0,NA,0,NA,1,Western Africa,GH
ternidens sp.,ternidens sp.,ternidens sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetrapetalonema nicollei,tetrapetalonema nicollei,tetrapetalonema nicollei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
tetrapetalonema parvum,tetrapetalonema parvum,tetrapetalonema parvum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thelazia californiensis,thelazia californiensis,thelazia californiensis,helminth,1,0,1,1,1,1,thelaziasis,vector,1,1,"fly (musca, fannia)",0,NA,1,NA,NA
thelazia callipaeda,thelazia callipaeda,thelazia callipaeda,helminth,1,1,1,1,1,1,thelaziasis,vector,1,1,"fly (musca, fannia)",0,NA,1,NA,NA
thelazia gulosa,thelazia gulosa,thelazia gulosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysaniezia giardi,thysaniezia giardi,thysaniezia giardi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysaniezia sp.,thysaniezia sp.,thysaniezia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysanosoma actinioides,thysanosoma actinioides,thysanosoma actinioides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
thysanotaenia lemuris,thysanotaenia lemuris,thysanotaenia lemuris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
toxascaris leonina,toxascaris leonina,toxascaris leonina,helminth,1,1,1,0,1,0,NA,NA,0,0,NA,0,NA,1,NA,NA
toxascaris sp.,toxascaris sp.,toxascaris sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
