Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
plasmodium billcollinsi,plasmodium billcollinsi,plasmodium billcollinsi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Middle Africa","UG,CG"
plasmodium brasilianum,plasmodium brasilianum,plasmodium brasilianum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,GF
plasmodium chiricahuae,plasmodium chiricahuae,plasmodium chiricahuae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
plasmodium coatneyi,plasmodium coatneyi,plasmodium coatneyi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium cuculus,plasmodium cuculus,plasmodium cuculus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium cynomolgi,plasmodium cynomolgi,plasmodium cynomolgi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South-eastern Asia, Southern Asia","IN,MY"
plasmodium elongatum,plasmodium elongatum,plasmodium elongatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Northern America","GA,US"
plasmodium fairchildi,plasmodium fairchildi,plasmodium fairchildi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium falciparum,plasmodium falciparum,plasmodium falciparum,protozoa,1,1,1,1,0,1,malaria,vector,0,mosquito (anopheles),1,1,malaria,0,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Australia and New Zealand, Melanesia, Micronesia, Polynesia, Northern Europe, Southern Europe, Western Europe","AG,DZ,AO,AS,BH,BB,BM,BS,BD,BZ,BO,MM,BJ,SB,BR,BN,KH,LK,CG,CD,BI,BT,KY,CM,TD,KM,CO,CR,CF,CU,CV,CK,DJ,DM,DO,EC,EG,GQ,ER,SV,ET,GF,FJ,FM,PF,GM,GA,GH,GD,GU,GT,GN,GY,HT,HN,IN,IR,IL,CI,IQ,JM,JO,KE,KI,KW,LA,LR,LY,MG,MQ,MS,ML,MA,MU,MR,OM,MV,MX,MY,MZ,MW,NC,NU,NE,AW,AI,HK,MP,MO,PS,YT,CC,IO,CX,UM,VU,NG,NP,NR,SR,NI,PY,PE,PK,PA,PG,GW,QA,RE,PH,PR,RW,SA,KN,SC,BW,SN,SL,SG,SO,LC,SD,TT,TH,TK,TO,TG,ST,TV,TZ,UG,BF,VC,VE,VG,VN,VI,WF,WS,YE,ZM,ZW,ID,GP,AN,AE,TL,PW,MH,SH,TC,EH,MF,BL,TW,CN,JP,FR,NL,DK,ZA,GB,CA,IT,ES,AU,CH,US,DE"
plasmodium fieldi,plasmodium fieldi,plasmodium fieldi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium floridense,plasmodium floridense,plasmodium floridense,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Caribbean,DM
plasmodium fragile,plasmodium fragile,plasmodium fragile,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium gaboni,plasmodium gaboni,plasmodium gaboni,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Western Africa","CI,GA"
plasmodium gallinaceum,plasmodium gallinaceum,plasmodium gallinaceum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,VN
plasmodium giganteum,plasmodium giganteum,plasmodium giganteum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Africa,GH
plasmodium globularis,plasmodium globularis,plasmodium globularis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium gonderi,plasmodium gonderi,plasmodium gonderi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Australia and New Zealand","GA,AU"
plasmodium inui,plasmodium inui,plasmodium inui,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,TW
plasmodium juxtanucleare,plasmodium juxtanucleare,plasmodium juxtanucleare,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, South-eastern Asia","VN,BR"
plasmodium knowlesi,plasmodium knowlesi,plasmodium knowlesi,protozoa,1,1,1,1,1,1,malaria,vector,1,mosquito (anopheles),1,1,malaria,1,"South-eastern Asia, Eastern Africa, Eastern Asia","MM,TH,LA,KH,VN,MY,PH,BN,ID,KE,JP"
plasmodium lucens,plasmodium lucens,plasmodium lucens,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium malariae,plasmodium malariae,plasmodium malariae,protozoa,1,1,1,1,1,1,malaria,vector,0,mosquito (anopheles),1,0,NA,1,"Eastern Africa, Middle Africa, Western Africa, South America, Eastern Asia, South-eastern Asia, Southern Asia, Northern Europe","UG,JP,ID,GF,CM,CI,MM,GB,MV"
plasmodium megaglobularis,plasmodium megaglobularis,plasmodium megaglobularis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium mexicanum,plasmodium mexicanum,plasmodium mexicanum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium multivacuolaris,plasmodium multivacuolaris,plasmodium multivacuolaris,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium nucleophilum,plasmodium nucleophilum,plasmodium nucleophilum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium ovale,plasmodium ovale,plasmodium ovale,protozoa,1,1,1,1,0,1,malaria,vector,0,mosquito (anopheles),1,1,malaria,0,"Northern Africa, Eastern Africa, Middle Africa, Western Africa, South-eastern Asia, Southern Asia, South America","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD,SO,ET,KE,UG,TZ,BI,RW,MM,TH,LA,KH,VN,MY,PH,BN,IN,LK,ID,ST,PE,MV"
plasmodium parahexamerium,plasmodium parahexamerium,plasmodium parahexamerium,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium polare,plasmodium polare,plasmodium polare,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium reichenowi,plasmodium reichenowi,plasmodium reichenowi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Middle Africa, Western Africa","UG,CI,CD,CM,CG"
plasmodium relictum,plasmodium relictum,plasmodium relictum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, Northern America, Western Asia, Eastern Europe, Polynesia","US,BW,ZA,UA,IL,PF"
plasmodium rouxi,plasmodium rouxi,plasmodium rouxi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plasmodium simium,plasmodium simium,plasmodium simium,protozoa,1,1,1,1,1,1,malaria,vector,1,mosquito (anopheles),1,0,NA,1,South America,
plasmodium vinckei,plasmodium vinckei,plasmodium vinckei,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Middle Africa,"CF,CD,CM"
plasmodium vivax,plasmodium vivax,plasmodium vivax,protozoa,1,1,1,1,0,1,malaria,vector,0,mosquito (anopheles),1,1,malaria,0,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Australia and New Zealand, Melanesia, Micronesia, Polynesia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","AG,DZ,AO,AS,BH,BB,BM,BS,BD,BZ,BO,MM,BJ,SB,BR,BN,KH,LK,CG,CD,BI,BT,KY,CM,TD,KM,CO,CR,CF,CU,CV,CK,DJ,DM,DO,EC,EG,GQ,ER,SV,ET,GF,FJ,FM,PF,GM,GA,GH,GD,GU,GT,GN,GY,HT,HN,IN,IR,IL,CI,IQ,JM,JO,KE,KI,KW,LA,LR,LY,MG,MQ,MS,ML,MA,MU,MR,OM,MV,MX,MY,MZ,MW,NC,NU,NE,AW,AI,HK,MP,MO,PS,YT,CC,IO,CX,UM,VU,NG,NP,NR,SR,NI,PY,PE,PK,PA,PG,GW,QA,RE,PH,PR,RW,SA,KN,SC,BW,SN,SL,SG,SO,LC,SD,TT,TH,TK,TO,TG,ST,TV,TZ,UG,BF,VC,VE,VG,VN,VI,WF,WS,YE,ZM,ZW,ID,GP,AN,AE,TL,PW,MH,SH,TC,EH,MF,BL,TW,CN,TR,KR,AZ,AF,KP,IT,GR,GB,AU,US,RU,FR"
plasmodium yoelii,plasmodium yoelii,plasmodium yoelii,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Western Africa","CD,NG,CF,CM,CG"
polyplastron multivesiculatum,polyplastron multivesiculatum,polyplastron multivesiculatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prismatospora evansi,prismatospora evansi,prismatospora evansi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
protaspis grandis,protaspis grandis,protaspis grandis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
protomagalhaensia granulosae,protomagalhaensia granulosae,protomagalhaensia granulosae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
protomagalhaensia wolfi,protomagalhaensia wolfi,protomagalhaensia wolfi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudocohnilembus hargisi,pseudocohnilembus hargisi,pseudocohnilembus hargisi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,KR
pseudocohnilembus longisetus,pseudocohnilembus longisetus,pseudocohnilembus longisetus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudocohnilembus persalinus,pseudocohnilembus persalinus,pseudocohnilembus persalinus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,KR
pseudotrichonympha grassii,pseudotrichonympha grassii,pseudotrichonympha grassii,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pyxinia crystalligera,pyxinia crystalligera,pyxinia crystalligera,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis alces,sarcocystis alces,sarcocystis alces,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis alceslatrans,sarcocystis alceslatrans,sarcocystis alceslatrans,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
sarcocystis arieticanis,sarcocystis arieticanis,sarcocystis arieticanis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis canis,sarcocystis canis,sarcocystis canis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis capracanis,sarcocystis capracanis,sarcocystis capracanis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis cornixi,sarcocystis cornixi,sarcocystis cornixi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis cruzi,sarcocystis cruzi,sarcocystis cruzi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
sarcocystis dasypi,sarcocystis dasypi,sarcocystis dasypi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis falcatula,sarcocystis falcatula,sarcocystis falcatula,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
sarcocystis fayeri,sarcocystis fayeri,sarcocystis fayeri,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis felis,sarcocystis felis,sarcocystis felis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
sarcocystis fusiformis,sarcocystis fusiformis,sarcocystis fusiformis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis gigantea,sarcocystis gigantea,sarcocystis gigantea,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis gracilis,sarcocystis gracilis,sarcocystis gracilis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis hardangeri,sarcocystis hardangeri,sarcocystis hardangeri,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
sarcocystis hirsuta,sarcocystis hirsuta,sarcocystis hirsuta,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
sarcocystis hjorti,sarcocystis hjorti,sarcocystis hjorti,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
sarcocystis hominis,sarcocystis hominis,sarcocystis hominis,protozoa,1,1,1,1,1,1,sarcocystosis,"food, water",1,NA,0,0,NA,0,"Eastern Asia, Southern Europe","CN,ES"
sarcocystis lindsayi,sarcocystis lindsayi,sarcocystis lindsayi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis miescheriana,sarcocystis miescheriana,sarcocystis miescheriana,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,IR
sarcocystis neurona,sarcocystis neurona,sarcocystis neurona,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Southern Europe","US,IT"
sarcocystis ovalis,sarcocystis ovalis,sarcocystis ovalis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Northern Europe","CA,NO"
sarcocystis oviformis,sarcocystis oviformis,sarcocystis oviformis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis ramphastosi,sarcocystis ramphastosi,sarcocystis ramphastosi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis rangi,sarcocystis rangi,sarcocystis rangi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis rangiferi,sarcocystis rangiferi,sarcocystis rangiferi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
sarcocystis rileyi,sarcocystis rileyi,sarcocystis rileyi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis scandinavica,sarcocystis scandinavica,sarcocystis scandinavica,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis sinensis,sarcocystis sinensis,sarcocystis sinensis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
sarcocystis singaporensis,sarcocystis singaporensis,sarcocystis singaporensis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis suihominis,sarcocystis suihominis,sarcocystis suihominis,protozoa,1,1,1,1,1,1,sarcocystosis,"food, water",1,NA,0,0,NA,0,"Eastern Asia, Southern Europe","CN,ES"
sarcocystis tarandi,sarcocystis tarandi,sarcocystis tarandi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
sarcocystis tarandivulpes,sarcocystis tarandivulpes,sarcocystis tarandivulpes,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sarcocystis tenella,sarcocystis tenella,sarcocystis tenella,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
scrippsiella nutricula,scrippsiella nutricula,scrippsiella nutricula,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
sergeia podlipaevi,sergeia podlipaevi,sergeia podlipaevi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
simplicimonas moskowitzi,simplicimonas moskowitzi,simplicimonas moskowitzi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
simplicimonas similis,simplicimonas similis,simplicimonas similis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
snyderella tabogae,snyderella tabogae,snyderella tabogae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
snyderella yamini,snyderella yamini,snyderella yamini,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
spironucleus barkhanus,spironucleus barkhanus,spironucleus barkhanus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
spironucleus meleagridis,spironucleus meleagridis,spironucleus meleagridis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,MY
spironucleus salmonicida,spironucleus salmonicida,spironucleus salmonicida,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
spironucleus salmonis,spironucleus salmonis,spironucleus salmonis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
spironucleus torosa,spironucleus torosa,spironucleus torosa,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
spirotrichonympha leidyi,spirotrichonympha leidyi,spirotrichonympha leidyi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
staurojoenina assimilis,staurojoenina assimilis,staurojoenina assimilis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
stenamoeba amazonica,stenamoeba amazonica,stenamoeba amazonica,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
stenamoeba limacina,stenamoeba limacina,stenamoeba limacina,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
stenophora robusta,stenophora robusta,stenophora robusta,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
stephanonympha nelumbium,stephanonympha nelumbium,stephanonympha nelumbium,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
strigomonas culicis,strigomonas culicis,strigomonas culicis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
strigomonas oncopelti,strigomonas oncopelti,strigomonas oncopelti,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,AR
symbiodinium californium,symbiodinium californium,symbiodinium californium,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
symbiodinium cariborum,symbiodinium cariborum,symbiodinium cariborum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
symbiodinium goreaui,symbiodinium goreaui,symbiodinium goreaui,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
symbiodinium kawagutii,symbiodinium kawagutii,symbiodinium kawagutii,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
symbiodinium microadriaticum,symbiodinium microadriaticum,symbiodinium microadriaticum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Northern America, Australia and New Zealand","US,NZ,EG"
symbiodinium muscatinei,symbiodinium muscatinei,symbiodinium muscatinei,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
symbiodinium pilosum,symbiodinium pilosum,symbiodinium pilosum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Caribbean,JM
symbiodinium pulchrorum,symbiodinium pulchrorum,symbiodinium pulchrorum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
syncystis mirabilis,syncystis mirabilis,syncystis mirabilis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
syndinium turbo,syndinium turbo,syndinium turbo,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
teranympha mirabilis,teranympha mirabilis,teranympha mirabilis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tetratrichomonas brumpti,tetratrichomonas brumpti,tetratrichomonas brumpti,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tetratrichomonas buttreyi,tetratrichomonas buttreyi,tetratrichomonas buttreyi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
tetratrichomonas gallinarum,tetratrichomonas gallinarum,tetratrichomonas gallinarum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tetratrichomonas limacis,tetratrichomonas limacis,tetratrichomonas limacis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tetratrichomonas prowazeki,tetratrichomonas prowazeki,tetratrichomonas prowazeki,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
theileria annulata,theileria annulata,theileria annulata,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Africa, Western Africa, Eastern Asia, Southern Asia, Western Asia, Southern Europe, Western Europe","IR,SD,CN,MA,SS,TR,IN,BH,TN,PT,IT,ES,MR,FR"
theileria bicornis,theileria bicornis,theileria bicornis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
theileria buffeli,theileria buffeli,theileria buffeli,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, Southern Europe, Australia and New Zealand","CN,AU,ES,US"
theileria capreoli,theileria capreoli,theileria capreoli,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
theileria cervi,theileria cervi,theileria cervi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
theileria equi,theileria equi,theileria equi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Caribbean, South America, Eastern Asia, Southern Europe","KR,KN,ES,AR,KE"
theileria lestoquardi,theileria lestoquardi,theileria lestoquardi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Southern Asia","SD,IR"
theileria luwenshuni,theileria luwenshuni,theileria luwenshuni,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
theileria mutans,theileria mutans,theileria mutans,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Northern Europe","SS,KE,GB"
theileria orientalis,theileria orientalis,theileria orientalis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Australia and New Zealand","AU,ID,TR,MN,JP,LK,CN,BR,VN"
theileria ovis,theileria ovis,theileria ovis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Asia, Southern Asia, Western Asia, Southern Europe","SD,CN,TR,PT,ES,IR"
theileria parva,theileria parva,theileria parva,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Southern Africa","SS,ZA,KE,ZM"
theileria sergenti,theileria sergenti,theileria sergenti,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Europe","CN,JP,KR,TW,ES"
theileria sinensis,theileria sinensis,theileria sinensis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
theileria taurotragi,theileria taurotragi,theileria taurotragi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
theileria uilenbergi,theileria uilenbergi,theileria uilenbergi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
theileria velifera,theileria velifera,theileria velifera,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
toxoplasma gondii,toxoplasma gondii,toxoplasma gondii,protozoa,1,1,1,1,1,1,toxoplasmosis,"food, water, environment",1,NA,0,0,NA,1,"Eastern Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Polynesia","UG,IR,CN,JP,DE,US,CA,ID,FR,NL,GF,TH,BR,PL,DK,PT,IN,SA,TW,AU,SE,IT,TT,AR,CL,MX,TR,SG,ES,HT,PA,GB,MV,PF"
triadinium caudatum,triadinium caudatum,triadinium caudatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
trichodinella epizootica,trichodinella epizootica,trichodinella epizootica,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"HK,CN"
trichomitus batrachorum,trichomitus batrachorum,trichomitus batrachorum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichomonas canistomae,trichomonas canistomae,trichomonas canistomae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,PL
trichomonas equibuccalis,trichomonas equibuccalis,trichomonas equibuccalis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichomonas gallinae,trichomonas gallinae,trichomonas gallinae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Northern Europe, Western Europe","SC,AT,GB"
trichomonas tenax,trichomonas tenax,trichomonas tenax,protozoa,,,,,,,,,,,,,,,,
trichomonas vaginalis,trichomonas vaginalis,trichomonas vaginalis,protozoa,,,,,,,,,,,,,,,,
trichonympha acuta,trichonympha acuta,trichonympha acuta,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichonympha agilis,trichonympha agilis,trichonympha agilis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichonympha campanula,trichonympha campanula,trichonympha campanula,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichonympha chattoni,trichonympha chattoni,trichonympha chattoni,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichonympha collaris,trichonympha collaris,trichonympha collaris,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichonympha sphaerica,trichonympha sphaerica,trichonympha sphaerica,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
trichonympha tabogae,trichonympha tabogae,trichonympha tabogae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tritrichomonas augusta,tritrichomonas augusta,tritrichomonas augusta,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tritrichomonas foetus,tritrichomonas foetus,tritrichomonas foetus,protozoa,1,1,1,1,0,1,trichomoniasis,sexual,0,NA,0,0,NA,0,"Northern America, Eastern Asia","US,KR"
tritrichomonas mobilensis,tritrichomonas mobilensis,tritrichomonas mobilensis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BO
tritrichomonas muris,tritrichomonas muris,tritrichomonas muris,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tritrichomonas nonconforma,tritrichomonas nonconforma,tritrichomonas nonconforma,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
tritrichomonas suis,tritrichomonas suis,tritrichomonas suis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
